"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0009931","calcium-dependent protein serine/threoni...",8,0,0.07,694,"1.00000","1.00000","1.00000","",""
"GO:0009975","cyclase activity",41,0,0.35,695,"1.00000","1.00000","1.00000","",""
"GO:0009982","pseudouridine synthase activity",8,0,0.07,696,"1.00000","1.00000","1.00000","",""
"GO:0010340","carboxyl-O-methyltransferase activity",5,0,0.04,697,"1.00000","1.00000","1.00000","",""
"GO:0010484","H3 histone acetyltransferase activity",9,0,0.08,698,"1.00000","1.00000","1.00000","",""
"GO:0010485","H4 histone acetyltransferase activity",11,0,0.1,699,"1.00000","1.00000","1.00000","",""
"GO:0010851","cyclase regulator activity",5,0,0.04,700,"1.00000","1.00000","1.00000","",""
"GO:0010853","cyclase activator activity",5,0,0.04,701,"1.00000","1.00000","1.00000","",""
"GO:0010857","calcium-dependent protein kinase activit...",8,0,0.07,702,"1.00000","1.00000","1.00000","",""
"GO:0015002","heme-copper terminal oxidase activity",24,0,0.21,703,"1.00000","1.00000","1.00000","",""
"GO:0015016","[heparan sulfate]-glucosamine N-sulfotra...",4,0,0.03,704,"1.00000","1.00000","1.00000","",""
"GO:0015020","glucuronosyltransferase activity",32,0,0.28,705,"1.00000","1.00000","1.00000","",""
"GO:0015026","coreceptor activity",7,0,0.06,706,"1.00000","1.00000","1.00000","",""
"GO:0015037","peptide disulfide oxidoreductase activit...",6,0,0.05,707,"1.00000","1.00000","1.00000","",""
"GO:0015038","glutathione disulfide oxidoreductase act...",4,0,0.03,708,"1.00000","1.00000","1.00000","",""
"GO:0015079","potassium ion transmembrane transporter ...",75,0,0.65,709,"1.00000","1.00000","1.00000","",""
"GO:0015081","sodium ion transmembrane transporter act...",79,0,0.68,710,"1.00000","1.00000","1.00000","",""
"GO:0015085","calcium ion transmembrane transporter ac...",70,0,0.61,711,"1.00000","1.00000","1.00000","",""
"GO:0015095","magnesium ion transmembrane transporter ...",3,0,0.03,712,"1.00000","1.00000","1.00000","",""
"GO:0015101","organic cation transmembrane transporter...",13,0,0.11,713,"1.00000","1.00000","1.00000","",""
"GO:0015103","inorganic anion transmembrane transporte...",64,0,0.55,714,"1.00000","1.00000","1.00000","",""
"GO:0015106","bicarbonate transmembrane transporter ac...",14,0,0.12,715,"1.00000","1.00000","1.00000","",""
"GO:0015108","chloride transmembrane transporter activ...",53,0,0.46,716,"1.00000","1.00000","1.00000","",""
"GO:0015114","phosphate ion transmembrane transporter ...",3,0,0.03,717,"1.00000","1.00000","1.00000","",""
"GO:0015116","sulfate transmembrane transporter activi...",11,0,0.1,718,"1.00000","1.00000","1.00000","",""
"GO:0015137","citrate transmembrane transporter activi...",7,0,0.06,719,"1.00000","1.00000","1.00000","",""
"GO:0015140","malate transmembrane transporter activit...",3,0,0.03,720,"1.00000","1.00000","1.00000","",""
"GO:0015141","succinate transmembrane transporter acti...",6,0,0.05,721,"1.00000","1.00000","1.00000","",""
"GO:0015142","tricarboxylic acid transmembrane transpo...",7,0,0.06,722,"1.00000","1.00000","1.00000","",""
"GO:0015144","carbohydrate transmembrane transporter a...",14,0,0.12,723,"1.00000","1.00000","1.00000","",""
"GO:0015145","monosaccharide transmembrane transporter...",13,0,0.11,724,"1.00000","1.00000","1.00000","",""
"GO:0015149","hexose transmembrane transporter activit...",13,0,0.11,725,"1.00000","1.00000","1.00000","",""
"GO:0015154","disaccharide transmembrane transporter a...",3,0,0.03,726,"1.00000","1.00000","1.00000","",""
"GO:0015157","oligosaccharide transmembrane transporte...",3,0,0.03,727,"1.00000","1.00000","1.00000","",""
"GO:0015165","pyrimidine nucleotide-sugar transmembran...",8,0,0.07,728,"1.00000","1.00000","1.00000","",""
"GO:0015171","amino acid transmembrane transporter act...",65,0,0.56,729,"1.00000","1.00000","1.00000","",""
"GO:0015172","acidic amino acid transmembrane transpor...",10,0,0.09,730,"1.00000","1.00000","1.00000","",""
"GO:0015175","neutral amino acid transmembrane transpo...",10,0,0.09,731,"1.00000","1.00000","1.00000","",""
"GO:0015179","L-amino acid transmembrane transporter a...",27,0,0.23,732,"1.00000","1.00000","1.00000","",""
"GO:0015183","L-aspartate transmembrane transporter ac...",4,0,0.03,733,"1.00000","1.00000","1.00000","",""
"GO:0015185","gamma-aminobutyric acid transmembrane tr...",3,0,0.03,734,"1.00000","1.00000","1.00000","",""
"GO:0015187","glycine transmembrane transporter activi...",4,0,0.03,735,"1.00000","1.00000","1.00000","",""
"GO:0015215","nucleotide transmembrane transporter act...",12,0,0.1,736,"1.00000","1.00000","1.00000","",""
"GO:0015216","purine nucleotide transmembrane transpor...",10,0,0.09,737,"1.00000","1.00000","1.00000","",""
"GO:0015217","ADP transmembrane transporter activity",7,0,0.06,738,"1.00000","1.00000","1.00000","",""
"GO:0015220","choline transmembrane transporter activi...",4,0,0.03,739,"1.00000","1.00000","1.00000","",""
"GO:0015226","carnitine transmembrane transporter acti...",3,0,0.03,740,"1.00000","1.00000","1.00000","",""
"GO:0015227","acyl carnitine transmembrane transporter...",4,0,0.03,741,"1.00000","1.00000","1.00000","",""
"GO:0015228","coenzyme A transmembrane transporter act...",3,0,0.03,742,"1.00000","1.00000","1.00000","",""
"GO:0015230","FAD transmembrane transporter activity",3,0,0.03,743,"1.00000","1.00000","1.00000","",""
"GO:0015232","heme transmembrane transporter activity",6,0,0.05,744,"1.00000","1.00000","1.00000","",""
"GO:0015248","sterol transporter activity",21,0,0.18,745,"1.00000","1.00000","1.00000","",""
"GO:0015250","water channel activity",4,0,0.03,746,"1.00000","1.00000","1.00000","",""
"GO:0015252","proton channel activity",6,0,0.05,747,"1.00000","1.00000","1.00000","",""
"GO:0015267","channel activity",232,0,2.01,748,"1.00000","1.00000","1.00000","",""
"GO:0015269","calcium-activated potassium channel acti...",7,0,0.06,749,"1.00000","1.00000","1.00000","",""
"GO:0015276","ligand-gated ion channel activity",74,0,0.64,750,"1.00000","1.00000","1.00000","",""
"GO:0015277","kainate selective glutamate receptor act...",7,0,0.06,751,"1.00000","1.00000","1.00000","",""
"GO:0015278","calcium-release channel activity",9,0,0.08,752,"1.00000","1.00000","1.00000","",""
"GO:0015279","store-operated calcium channel activity",7,0,0.06,753,"1.00000","1.00000","1.00000","",""
"GO:0015288","porin activity",3,0,0.03,754,"1.00000","1.00000","1.00000","",""
"GO:0015291","secondary active transmembrane transport...",116,0,1,755,"1.00000","1.00000","1.00000","",""
"GO:0015293","symporter activity",58,0,0.5,756,"1.00000","1.00000","1.00000","",""
"GO:0015294","solute:cation symporter activity",56,0,0.48,757,"1.00000","1.00000","1.00000","",""
"GO:0015295","solute:proton symporter activity",17,0,0.15,758,"1.00000","1.00000","1.00000","",""
"GO:0015296","anion:cation symporter activity",7,0,0.06,759,"1.00000","1.00000","1.00000","",""
"GO:0015297","antiporter activity",48,0,0.42,760,"1.00000","1.00000","1.00000","",""
"GO:0015298","solute:cation antiporter activity",21,0,0.18,761,"1.00000","1.00000","1.00000","",""
"GO:0015299","solute:proton antiporter activity",10,0,0.09,762,"1.00000","1.00000","1.00000","",""
"GO:0015301","anion:anion antiporter activity",15,0,0.13,763,"1.00000","1.00000","1.00000","",""
"GO:0015347","sodium-independent organic anion transme...",10,0,0.09,764,"1.00000","1.00000","1.00000","",""
"GO:0015368","calcium:cation antiporter activity",9,0,0.08,765,"1.00000","1.00000","1.00000","",""
"GO:0015370","solute:sodium symporter activity",33,0,0.29,766,"1.00000","1.00000","1.00000","",""
"GO:0015373","anion:sodium symporter activity",4,0,0.03,767,"1.00000","1.00000","1.00000","",""
"GO:0015377","cation:chloride symporter activity",7,0,0.06,768,"1.00000","1.00000","1.00000","",""
"GO:0015378","sodium:chloride symporter activity",4,0,0.03,769,"1.00000","1.00000","1.00000","",""
"GO:0015379","potassium:chloride symporter activity",5,0,0.04,770,"1.00000","1.00000","1.00000","",""
"GO:0015385","sodium:proton antiporter activity",9,0,0.08,771,"1.00000","1.00000","1.00000","",""
"GO:0015386","potassium:proton antiporter activity",7,0,0.06,772,"1.00000","1.00000","1.00000","",""
"GO:0015450","P-P-bond-hydrolysis-driven protein trans...",14,0,0.12,773,"1.00000","1.00000","1.00000","",""
"GO:0015459","potassium channel regulator activity",10,0,0.09,774,"1.00000","1.00000","1.00000","",""
"GO:0015464","acetylcholine receptor activity",7,0,0.06,775,"1.00000","1.00000","1.00000","",""
"GO:0015485","cholesterol binding",4,0,0.03,776,"1.00000","1.00000","1.00000","",""
"GO:0015491","cation:cation antiporter activity",21,0,0.18,777,"1.00000","1.00000","1.00000","",""
"GO:0015501","glutamate:sodium symporter activity",6,0,0.05,778,"1.00000","1.00000","1.00000","",""
"GO:0015556","C4-dicarboxylate transmembrane transport...",12,0,0.1,779,"1.00000","1.00000","1.00000","",""
"GO:0015562","efflux transmembrane transporter activit...",7,0,0.06,780,"1.00000","1.00000","1.00000","",""
"GO:0015574","trehalose transmembrane transporter acti...",3,0,0.03,781,"1.00000","1.00000","1.00000","",""
"GO:0015605","organophosphate ester transmembrane tran...",12,0,0.1,782,"1.00000","1.00000","1.00000","",""
"GO:0015631","tubulin binding",135,0,1.17,783,"1.00000","1.00000","1.00000","",""
"GO:0015645","fatty acid ligase activity",21,0,0.18,784,"1.00000","1.00000","1.00000","",""
"GO:0015651","quaternary ammonium group transmembrane ...",4,0,0.03,785,"1.00000","1.00000","1.00000","",""
"GO:0015662","ion transmembrane transporter activity, ...",20,0,0.17,786,"1.00000","1.00000","1.00000","",""
"GO:0015922","aspartate oxidase activity",5,0,0.04,787,"1.00000","1.00000","1.00000","",""
"GO:0015932","nucleobase-containing compound transmemb...",31,0,0.27,788,"1.00000","1.00000","1.00000","",""
"GO:0016015","morphogen activity",14,0,0.12,789,"1.00000","1.00000","1.00000","",""
"GO:0016150","translation release factor activity, cod...",3,0,0.03,790,"1.00000","1.00000","1.00000","",""
"GO:0016247","channel regulator activity",19,0,0.16,791,"1.00000","1.00000","1.00000","",""
"GO:0016273","arginine N-methyltransferase activity",10,0,0.09,792,"1.00000","1.00000","1.00000","",""
"GO:0016274","protein-arginine N-methyltransferase act...",10,0,0.09,793,"1.00000","1.00000","1.00000","",""
"GO:0016286","small conductance calcium-activated pota...",3,0,0.03,794,"1.00000","1.00000","1.00000","",""
"GO:0016289","CoA hydrolase activity",3,0,0.03,795,"1.00000","1.00000","1.00000","",""
"GO:0016298","lipase activity",36,0,0.31,796,"1.00000","1.00000","1.00000","",""
"GO:0016300","tRNA (uracil) methyltransferase activity",4,0,0.03,797,"1.00000","1.00000","1.00000","",""
"GO:0016301","kinase activity",452,0,3.91,798,"1.00000","1.00000","1.00000","",""
"GO:0016303","1-phosphatidylinositol-3-kinase activity",5,0,0.04,799,"1.00000","1.00000","1.00000","",""
"GO:0016307","phosphatidylinositol phosphate kinase ac...",11,0,0.1,800,"1.00000","1.00000","1.00000","",""
"GO:0016308","1-phosphatidylinositol-4-phosphate 5-kin...",8,0,0.07,801,"1.00000","1.00000","1.00000","",""
"GO:0016312","inositol bisphosphate phosphatase activi...",5,0,0.04,802,"1.00000","1.00000","1.00000","",""
"GO:0016405","CoA-ligase activity",13,0,0.11,803,"1.00000","1.00000","1.00000","",""
"GO:0016407","acetyltransferase activity",50,0,0.43,804,"1.00000","1.00000","1.00000","",""
"GO:0016408","C-acyltransferase activity",11,0,0.1,805,"1.00000","1.00000","1.00000","",""
"GO:0016409","palmitoyltransferase activity",26,0,0.22,806,"1.00000","1.00000","1.00000","",""
"GO:0016410","N-acyltransferase activity",42,0,0.36,807,"1.00000","1.00000","1.00000","",""
"GO:0016411","acylglycerol O-acyltransferase activity",5,0,0.04,808,"1.00000","1.00000","1.00000","",""
"GO:0016413","O-acetyltransferase activity",7,0,0.06,809,"1.00000","1.00000","1.00000","",""
"GO:0016417","S-acyltransferase activity",23,0,0.2,810,"1.00000","1.00000","1.00000","",""
"GO:0016423","tRNA (guanine) methyltransferase activit...",6,0,0.05,811,"1.00000","1.00000","1.00000","",""
"GO:0016433","rRNA (adenine) methyltransferase activit...",6,0,0.05,812,"1.00000","1.00000","1.00000","",""
"GO:0016435","rRNA (guanine) methyltransferase activit...",4,0,0.03,813,"1.00000","1.00000","1.00000","",""
"GO:0016443","bidentate ribonuclease III activity",4,0,0.03,814,"1.00000","1.00000","1.00000","",""
"GO:0016453","C-acetyltransferase activity",4,0,0.03,815,"1.00000","1.00000","1.00000","",""
"GO:0016454","C-palmitoyltransferase activity",3,0,0.03,816,"1.00000","1.00000","1.00000","",""
"GO:0016500","protein-hormone receptor activity",11,0,0.1,817,"1.00000","1.00000","1.00000","",""
"GO:0016504","peptidase activator activity",11,0,0.1,818,"1.00000","1.00000","1.00000","",""
"GO:0016505","peptidase activator activity involved in...",3,0,0.03,819,"1.00000","1.00000","1.00000","",""
"GO:0016509","long-chain-3-hydroxyacyl-CoA dehydrogena...",3,0,0.03,820,"1.00000","1.00000","1.00000","",""
"GO:0016530","metallochaperone activity",7,0,0.06,821,"1.00000","1.00000","1.00000","",""
"GO:0016531","copper chaperone activity",6,0,0.05,822,"1.00000","1.00000","1.00000","",""
"GO:0016538","cyclin-dependent protein serine/threonin...",19,0,0.16,823,"1.00000","1.00000","1.00000","",""
"GO:0016597","amino acid binding",9,0,0.08,824,"1.00000","1.00000","1.00000","",""
"GO:0016615","malate dehydrogenase activity",5,0,0.04,825,"1.00000","1.00000","1.00000","",""
"GO:0016620","oxidoreductase activity, acting on the a...",15,0,0.13,826,"1.00000","1.00000","1.00000","",""
"GO:0016624","oxidoreductase activity, acting on the a...",8,0,0.07,827,"1.00000","1.00000","1.00000","",""
"GO:0016627","oxidoreductase activity, acting on the C...",29,0,0.25,828,"1.00000","1.00000","1.00000","",""
"GO:0016634","oxidoreductase activity, acting on the C...",8,0,0.07,829,"1.00000","1.00000","1.00000","",""
"GO:0016635","oxidoreductase activity, acting on the C...",5,0,0.04,830,"1.00000","1.00000","1.00000","",""
"GO:0016638","oxidoreductase activity, acting on the C...",23,0,0.2,831,"1.00000","1.00000","1.00000","",""
"GO:0016639","oxidoreductase activity, acting on the C...",12,0,0.1,832,"1.00000","1.00000","1.00000","",""
"GO:0016641","oxidoreductase activity, acting on the C...",9,0,0.08,833,"1.00000","1.00000","1.00000","",""
"GO:0016645","oxidoreductase activity, acting on the C...",15,0,0.13,834,"1.00000","1.00000","1.00000","",""
"GO:0016646","oxidoreductase activity, acting on the C...",9,0,0.08,835,"1.00000","1.00000","1.00000","",""
"GO:0016653","oxidoreductase activity, acting on NAD(P...",5,0,0.04,836,"1.00000","1.00000","1.00000","",""
"GO:0016655","oxidoreductase activity, acting on NAD(P...",11,0,0.1,837,"1.00000","1.00000","1.00000","",""
"GO:0016670","oxidoreductase activity, acting on a sul...",5,0,0.04,838,"1.00000","1.00000","1.00000","",""
"GO:0016675","oxidoreductase activity, acting on a hem...",24,0,0.21,839,"1.00000","1.00000","1.00000","",""
"GO:0016676","oxidoreductase activity, acting on a hem...",24,0,0.21,840,"1.00000","1.00000","1.00000","",""
"GO:0016679","oxidoreductase activity, acting on diphe...",12,0,0.1,841,"1.00000","1.00000","1.00000","",""
"GO:0016681","oxidoreductase activity, acting on diphe...",12,0,0.1,842,"1.00000","1.00000","1.00000","",""
"GO:0016684","oxidoreductase activity, acting on perox...",26,0,0.22,843,"1.00000","1.00000","1.00000","",""
"GO:0016701","oxidoreductase activity, acting on singl...",7,0,0.06,844,"1.00000","1.00000","1.00000","",""
"GO:0016702","oxidoreductase activity, acting on singl...",7,0,0.06,845,"1.00000","1.00000","1.00000","",""
"GO:0016706","2-oxoglutarate-dependent dioxygenase act...",13,0,0.11,846,"1.00000","1.00000","1.00000","",""
"GO:0016709","oxidoreductase activity, acting on paire...",6,0,0.05,847,"1.00000","1.00000","1.00000","",""
"GO:0016714","oxidoreductase activity, acting on paire...",4,0,0.03,848,"1.00000","1.00000","1.00000","",""
"GO:0016722","oxidoreductase activity, oxidizing metal...",7,0,0.06,849,"1.00000","1.00000","1.00000","",""
"GO:0016724","oxidoreductase activity, oxidizing metal...",3,0,0.03,850,"1.00000","1.00000","1.00000","",""
"GO:0016728","oxidoreductase activity, acting on CH or...",6,0,0.05,851,"1.00000","1.00000","1.00000","",""
"GO:0016742","hydroxymethyl-, formyl- and related tran...",3,0,0.03,852,"1.00000","1.00000","1.00000","",""
"GO:0016743","carboxyl- or carbamoyltransferase activi...",3,0,0.03,853,"1.00000","1.00000","1.00000","",""
"GO:0016746","transferase activity, transferring acyl ...",142,0,1.23,854,"1.00000","1.00000","1.00000","",""
"GO:0016747","transferase activity, transferring acyl ...",134,0,1.16,855,"1.00000","1.00000","1.00000","",""
"GO:0016748","succinyltransferase activity",3,0,0.03,856,"1.00000","1.00000","1.00000","",""
"GO:0016755","transferase activity, transferring amino...",4,0,0.03,857,"1.00000","1.00000","1.00000","",""
"GO:0016763","transferase activity, transferring pento...",12,0,0.1,858,"1.00000","1.00000","1.00000","",""
"GO:0016765","transferase activity, transferring alkyl...",39,0,0.34,859,"1.00000","1.00000","1.00000","",""
"GO:0016769","transferase activity, transferring nitro...",20,0,0.17,860,"1.00000","1.00000","1.00000","",""
"GO:0016772","transferase activity, transferring phosp...",546,0,4.72,861,"1.00000","1.00000","1.00000","",""
"GO:0016773","phosphotransferase activity, alcohol gro...",405,0,3.5,862,"1.00000","1.00000","1.00000","",""
"GO:0016775","phosphotransferase activity, nitrogenous...",4,0,0.03,863,"1.00000","1.00000","1.00000","",""
"GO:0016776","phosphotransferase activity, phosphate g...",28,0,0.24,864,"1.00000","1.00000","1.00000","",""
"GO:0016779","nucleotidyltransferase activity",79,0,0.68,865,"1.00000","1.00000","1.00000","",""
"GO:0016780","phosphotransferase activity, for other s...",12,0,0.1,866,"1.00000","1.00000","1.00000","",""
"GO:0016782","transferase activity, transferring sulfu...",40,0,0.35,867,"1.00000","1.00000","1.00000","",""
"GO:0016783","sulfurtransferase activity",13,0,0.11,868,"1.00000","1.00000","1.00000","",""
"GO:0016790","thiolester hydrolase activity",9,0,0.08,869,"1.00000","1.00000","1.00000","",""
"GO:0016796","exonuclease activity, active with either...",38,0,0.33,870,"1.00000","1.00000","1.00000","",""
"GO:0016799","hydrolase activity, hydrolyzing N-glycos...",8,0,0.07,871,"1.00000","1.00000","1.00000","",""
"GO:0016801","hydrolase activity, acting on ether bond...",9,0,0.08,872,"1.00000","1.00000","1.00000","",""
"GO:0016803","ether hydrolase activity",8,0,0.07,873,"1.00000","1.00000","1.00000","",""
"GO:0016805","dipeptidase activity",5,0,0.04,874,"1.00000","1.00000","1.00000","",""
"GO:0016812","hydrolase activity, acting on carbon-nit...",7,0,0.06,875,"1.00000","1.00000","1.00000","",""
"GO:0016814","hydrolase activity, acting on carbon-nit...",30,0,0.26,876,"1.00000","1.00000","1.00000","",""
"GO:0016829","lyase activity",148,0,1.28,877,"1.00000","1.00000","1.00000","",""
"GO:0016830","carbon-carbon lyase activity",52,0,0.45,878,"1.00000","1.00000","1.00000","",""
"GO:0016831","carboxy-lyase activity",36,0,0.31,879,"1.00000","1.00000","1.00000","",""
"GO:0016832","aldehyde-lyase activity",11,0,0.1,880,"1.00000","1.00000","1.00000","",""
"GO:0016835","carbon-oxygen lyase activity",38,0,0.33,881,"1.00000","1.00000","1.00000","",""
"GO:0016836","hydro-lyase activity",28,0,0.24,882,"1.00000","1.00000","1.00000","",""
"GO:0016840","carbon-nitrogen lyase activity",10,0,0.09,883,"1.00000","1.00000","1.00000","",""
"GO:0016842","amidine-lyase activity",10,0,0.09,884,"1.00000","1.00000","1.00000","",""
"GO:0016846","carbon-sulfur lyase activity",4,0,0.03,885,"1.00000","1.00000","1.00000","",""
"GO:0016849","phosphorus-oxygen lyase activity",42,0,0.36,886,"1.00000","1.00000","1.00000","",""
"GO:0016860","intramolecular oxidoreductase activity",33,0,0.29,887,"1.00000","1.00000","1.00000","",""
"GO:0016861","intramolecular oxidoreductase activity, ...",10,0,0.09,888,"1.00000","1.00000","1.00000","",""
"GO:0016863","intramolecular oxidoreductase activity, ...",3,0,0.03,889,"1.00000","1.00000","1.00000","",""
"GO:0016864","intramolecular oxidoreductase activity, ...",17,0,0.15,890,"1.00000","1.00000","1.00000","",""
"GO:0016866","intramolecular transferase activity",12,0,0.1,891,"1.00000","1.00000","1.00000","",""
"GO:0016868","intramolecular transferase activity, pho...",4,0,0.03,892,"1.00000","1.00000","1.00000","",""
"GO:0016874","ligase activity",156,0,1.35,893,"1.00000","1.00000","1.00000","",""
"GO:0016875","ligase activity, forming carbon-oxygen b...",59,0,0.51,894,"1.00000","1.00000","1.00000","",""
"GO:0016877","ligase activity, forming carbon-sulfur b...",35,0,0.3,895,"1.00000","1.00000","1.00000","",""
"GO:0016878","acid-thiol ligase activity",28,0,0.24,896,"1.00000","1.00000","1.00000","",""
"GO:0016879","ligase activity, forming carbon-nitrogen...",47,0,0.41,897,"1.00000","1.00000","1.00000","",""
"GO:0016880","acid-ammonia (or amide) ligase activity",3,0,0.03,898,"1.00000","1.00000","1.00000","",""
"GO:0016881","acid-amino acid ligase activity",20,0,0.17,899,"1.00000","1.00000","1.00000","",""
"GO:0016884","carbon-nitrogen ligase activity, with gl...",15,0,0.13,900,"1.00000","1.00000","1.00000","",""
"GO:0016885","ligase activity, forming carbon-carbon b...",3,0,0.03,901,"1.00000","1.00000","1.00000","",""
"GO:0016886","ligase activity, forming phosphoric este...",7,0,0.06,902,"1.00000","1.00000","1.00000","",""
"GO:0016888","endodeoxyribonuclease activity, producin...",11,0,0.1,903,"1.00000","1.00000","1.00000","",""
"GO:0016889","endodeoxyribonuclease activity, producin...",5,0,0.04,904,"1.00000","1.00000","1.00000","",""
"GO:0016891","endoribonuclease activity, producing 5'-...",18,0,0.16,905,"1.00000","1.00000","1.00000","",""
"GO:0016893","endonuclease activity, active with eithe...",25,0,0.22,906,"1.00000","1.00000","1.00000","",""
"GO:0016894","endonuclease activity, active with eithe...",7,0,0.06,907,"1.00000","1.00000","1.00000","",""
"GO:0016895","exodeoxyribonuclease activity, producing...",14,0,0.12,908,"1.00000","1.00000","1.00000","",""
"GO:0016896","exoribonuclease activity, producing 5'-p...",24,0,0.21,909,"1.00000","1.00000","1.00000","",""
"GO:0016907","G protein-coupled acetylcholine receptor...",7,0,0.06,910,"1.00000","1.00000","1.00000","",""
"GO:0016917","GABA receptor activity",13,0,0.11,911,"1.00000","1.00000","1.00000","",""
"GO:0016922","nuclear receptor binding",10,0,0.09,912,"1.00000","1.00000","1.00000","",""
"GO:0016929","SUMO-specific protease activity",4,0,0.03,913,"1.00000","1.00000","1.00000","",""
"GO:0016971","flavin-linked sulfhydryl oxidase activit...",3,0,0.03,914,"1.00000","1.00000","1.00000","",""
"GO:0016972","thiol oxidase activity",3,0,0.03,915,"1.00000","1.00000","1.00000","",""
"GO:0017016","Ras GTPase binding",207,0,1.79,916,"1.00000","1.00000","1.00000","",""
"GO:0017022","myosin binding",90,0,0.78,917,"1.00000","1.00000","1.00000","",""
"GO:0017025","TBP-class protein binding",14,0,0.12,918,"1.00000","1.00000","1.00000","",""
"GO:0017034","Rap guanyl-nucleotide exchange factor ac...",5,0,0.04,919,"1.00000","1.00000","1.00000","",""
"GO:0017046","peptide hormone binding",6,0,0.05,920,"1.00000","1.00000","1.00000","",""
"GO:0017048","Rho GTPase binding",57,0,0.49,921,"1.00000","1.00000","1.00000","",""
"GO:0017056","structural constituent of nuclear pore",27,0,0.23,922,"1.00000","1.00000","1.00000","",""
"GO:0017069","snRNA binding",19,0,0.16,923,"1.00000","1.00000","1.00000","",""
"GO:0017070","U6 snRNA binding",4,0,0.03,924,"1.00000","1.00000","1.00000","",""
"GO:0017076","purine nucleotide binding",93,0,0.8,925,"1.00000","1.00000","1.00000","",""
"GO:0017080","sodium channel regulator activity",7,0,0.06,926,"1.00000","1.00000","1.00000","",""
"GO:0017110","nucleoside-diphosphatase activity",16,0,0.14,927,"1.00000","1.00000","1.00000","",""
"GO:0017112","Rab guanyl-nucleotide exchange factor ac...",29,0,0.25,928,"1.00000","1.00000","1.00000","",""
"GO:0017124","SH3 domain binding",16,0,0.14,929,"1.00000","1.00000","1.00000","",""
"GO:0017136","NAD-dependent histone deacetylase activi...",3,0,0.03,930,"1.00000","1.00000","1.00000","",""
"GO:0017137","Rab GTPase binding",121,0,1.05,931,"1.00000","1.00000","1.00000","",""
"GO:0017147","Wnt-protein binding",26,0,0.22,932,"1.00000","1.00000","1.00000","",""
"GO:0017150","tRNA dihydrouridine synthase activity",8,0,0.07,933,"1.00000","1.00000","1.00000","",""
"GO:0017153","sodium:dicarboxylate symporter activity",6,0,0.05,934,"1.00000","1.00000","1.00000","",""
"GO:0017154","semaphorin receptor activity",5,0,0.04,935,"1.00000","1.00000","1.00000","",""
"GO:0017160","Ral GTPase binding",7,0,0.06,936,"1.00000","1.00000","1.00000","",""
"GO:0017169","CDP-alcohol phosphatidyltransferase acti...",3,0,0.03,937,"1.00000","1.00000","1.00000","",""
"GO:0017176","phosphatidylinositol N-acetylglucosaminy...",4,0,0.03,938,"1.00000","1.00000","1.00000","",""
"GO:0018812","3-hydroxyacyl-CoA dehydratase activity",3,0,0.03,939,"1.00000","1.00000","1.00000","",""
"GO:0019001","guanyl nucleotide binding",51,0,0.44,940,"1.00000","1.00000","1.00000","",""
"GO:0019010","farnesoic acid O-methyltransferase activ...",5,0,0.04,941,"1.00000","1.00000","1.00000","",""
"GO:0019104","DNA N-glycosylase activity",7,0,0.06,942,"1.00000","1.00000","1.00000","",""
"GO:0019136","deoxynucleoside kinase activity",4,0,0.03,943,"1.00000","1.00000","1.00000","",""
"GO:0019182","histamine-gated chloride channel activit...",3,0,0.03,944,"1.00000","1.00000","1.00000","",""
"GO:0019198","transmembrane receptor protein phosphata...",14,0,0.12,945,"1.00000","1.00000","1.00000","",""
"GO:0019199","transmembrane receptor protein kinase ac...",29,0,0.25,946,"1.00000","1.00000","1.00000","",""
"GO:0019200","carbohydrate kinase activity",13,0,0.11,947,"1.00000","1.00000","1.00000","",""
"GO:0019202","amino acid kinase activity",4,0,0.03,948,"1.00000","1.00000","1.00000","",""
"GO:0019205","nucleobase-containing compound kinase ac...",40,0,0.35,949,"1.00000","1.00000","1.00000","",""
"GO:0019206","nucleoside kinase activity",9,0,0.08,950,"1.00000","1.00000","1.00000","",""
"GO:0019207","kinase regulator activity",73,0,0.63,951,"1.00000","1.00000","1.00000","",""
"GO:0019208","phosphatase regulator activity",27,0,0.23,952,"1.00000","1.00000","1.00000","",""
"GO:0019209","kinase activator activity",20,0,0.17,953,"1.00000","1.00000","1.00000","",""
"GO:0019210","kinase inhibitor activity",25,0,0.22,954,"1.00000","1.00000","1.00000","",""
"GO:0019212","phosphatase inhibitor activity",8,0,0.07,955,"1.00000","1.00000","1.00000","",""
"GO:0019238","cyclohydrolase activity",5,0,0.04,956,"1.00000","1.00000","1.00000","",""
"GO:0019239","deaminase activity",29,0,0.25,957,"1.00000","1.00000","1.00000","",""
"GO:0019531","oxalate transmembrane transporter activi...",10,0,0.09,958,"1.00000","1.00000","1.00000","",""
"GO:0019706","protein-cysteine S-palmitoyltransferase ...",18,0,0.16,959,"1.00000","1.00000","1.00000","",""
"GO:0019707","protein-cysteine S-acyltransferase activ...",18,0,0.16,960,"1.00000","1.00000","1.00000","",""
"GO:0019776","Atg8 ligase activity",3,0,0.03,961,"1.00000","1.00000","1.00000","",""
"GO:0019783","ubiquitin-like protein-specific protease...",86,0,0.74,962,"1.00000","1.00000","1.00000","",""
"GO:0019784","NEDD8-specific protease activity",4,0,0.03,963,"1.00000","1.00000","1.00000","",""
