"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0043197","dendritic spine",3,0,0.02,739,"1.00000","1.00000","1.00000","",""
"GO:0043198","dendritic shaft",4,0,0.03,740,"1.00000","1.00000","1.00000","",""
"GO:0043204","perikaryon",3,0,0.02,741,"1.00000","1.00000","1.00000","",""
"GO:0043224","nuclear SCF ubiquitin ligase complex",3,0,0.02,742,"1.00000","1.00000","1.00000","",""
"GO:0043235","receptor complex",61,0,0.49,743,"1.00000","1.00000","1.00000","",""
"GO:0043291","RAVE complex",4,0,0.03,744,"1.00000","1.00000","1.00000","",""
"GO:0043292","contractile fiber",113,0,0.9,745,"1.00000","1.00000","1.00000","",""
"GO:0043293","apoptosome",5,0,0.04,746,"1.00000","1.00000","1.00000","",""
"GO:0043527","tRNA methyltransferase complex",5,0,0.04,747,"1.00000","1.00000","1.00000","",""
"GO:0043596","nuclear replication fork",27,0,0.22,748,"1.00000","1.00000","1.00000","",""
"GO:0043601","nuclear replisome",13,0,0.1,749,"1.00000","1.00000","1.00000","",""
"GO:0043614","multi-eIF complex",12,0,0.1,750,"1.00000","1.00000","1.00000","",""
"GO:0043625","delta DNA polymerase complex",5,0,0.04,751,"1.00000","1.00000","1.00000","",""
"GO:0044214","spanning component of plasma membrane",10,0,0.08,752,"1.00000","1.00000","1.00000","",""
"GO:0044291","cell-cell contact zone",4,0,0.03,753,"1.00000","1.00000","1.00000","",""
"GO:0044292","dendrite terminus",3,0,0.02,754,"1.00000","1.00000","1.00000","",""
"GO:0044295","axonal growth cone",15,0,0.12,755,"1.00000","1.00000","1.00000","",""
"GO:0044297","cell body",160,0,1.28,756,"1.00000","1.00000","1.00000","",""
"GO:0044298","cell body membrane",3,0,0.02,757,"1.00000","1.00000","1.00000","",""
"GO:0044304","main axon",3,0,0.02,758,"1.00000","1.00000","1.00000","",""
"GO:0044309","neuron spine",3,0,0.02,759,"1.00000","1.00000","1.00000","",""
"GO:0044391","ribosomal subunit",226,0,1.8,760,"1.00000","1.00000","1.00000","",""
"GO:0044545","NSL complex",9,0,0.07,761,"1.00000","1.00000","1.00000","",""
"GO:0044611","nuclear pore inner ring",7,0,0.06,762,"1.00000","1.00000","1.00000","",""
"GO:0044613","nuclear pore central transport channel",11,0,0.09,763,"1.00000","1.00000","1.00000","",""
"GO:0044614","nuclear pore cytoplasmic filaments",4,0,0.03,764,"1.00000","1.00000","1.00000","",""
"GO:0044615","nuclear pore nuclear basket",7,0,0.06,765,"1.00000","1.00000","1.00000","",""
"GO:0044665","MLL1/2 complex",12,0,0.1,766,"1.00000","1.00000","1.00000","",""
"GO:0044666","MLL3/4 complex",9,0,0.07,767,"1.00000","1.00000","1.00000","",""
"GO:0044754","autolysosome",11,0,0.09,768,"1.00000","1.00000","1.00000","",""
"GO:0044815","DNA packaging complex",17,0,0.14,769,"1.00000","1.00000","1.00000","",""
"GO:0045120","pronucleus",4,0,0.03,770,"1.00000","1.00000","1.00000","",""
"GO:0045170","spectrosome",9,0,0.07,771,"1.00000","1.00000","1.00000","",""
"GO:0045171","intercellular bridge",53,0,0.42,772,"1.00000","1.00000","1.00000","",""
"GO:0045172","germline ring canal",49,0,0.39,773,"1.00000","1.00000","1.00000","",""
"GO:0045178","basal part of cell",44,0,0.35,774,"1.00000","1.00000","1.00000","",""
"GO:0045179","apical cortex",66,0,0.53,775,"1.00000","1.00000","1.00000","",""
"GO:0045180","basal cortex",11,0,0.09,776,"1.00000","1.00000","1.00000","",""
"GO:0045239","tricarboxylic acid cycle enzyme complex",15,0,0.12,777,"1.00000","1.00000","1.00000","",""
"GO:0045240","dihydrolipoyl dehydrogenase complex",8,0,0.06,778,"1.00000","1.00000","1.00000","",""
"GO:0045244","succinate-CoA ligase complex (GDP-formin...",3,0,0.02,779,"1.00000","1.00000","1.00000","",""
"GO:0045251","electron transfer flavoprotein complex",4,0,0.03,780,"1.00000","1.00000","1.00000","",""
"GO:0045252","oxoglutarate dehydrogenase complex",7,0,0.06,781,"1.00000","1.00000","1.00000","",""
"GO:0045254","pyruvate dehydrogenase complex",3,0,0.02,782,"1.00000","1.00000","1.00000","",""
"GO:0045257","succinate dehydrogenase complex (ubiquin...",4,0,0.03,783,"1.00000","1.00000","1.00000","",""
"GO:0045263","proton-transporting ATP synthase complex...",9,0,0.07,784,"1.00000","1.00000","1.00000","",""
"GO:0045269","proton-transporting ATP synthase, centra...",4,0,0.03,785,"1.00000","1.00000","1.00000","",""
"GO:0045271","respiratory chain complex I",48,0,0.38,786,"1.00000","1.00000","1.00000","",""
"GO:0045273","respiratory chain complex II",4,0,0.03,787,"1.00000","1.00000","1.00000","",""
"GO:0045275","respiratory chain complex III",18,0,0.14,788,"1.00000","1.00000","1.00000","",""
"GO:0045277","respiratory chain complex IV",33,0,0.26,789,"1.00000","1.00000","1.00000","",""
"GO:0045281","succinate dehydrogenase complex",4,0,0.03,790,"1.00000","1.00000","1.00000","",""
"GO:0045283","fumarate reductase complex",4,0,0.03,791,"1.00000","1.00000","1.00000","",""
"GO:0045293","mRNA editing complex",7,0,0.06,792,"1.00000","1.00000","1.00000","",""
"GO:0045334","clathrin-coated endocytic vesicle",8,0,0.06,793,"1.00000","1.00000","1.00000","",""
"GO:0045335","phagocytic vesicle",3,0,0.02,794,"1.00000","1.00000","1.00000","",""
"GO:0045495","pole plasm",66,0,0.53,795,"1.00000","1.00000","1.00000","",""
"GO:0046536","dosage compensation complex",12,0,0.1,796,"1.00000","1.00000","1.00000","",""
"GO:0046540","U4/U6 x U5 tri-snRNP complex",27,0,0.22,797,"1.00000","1.00000","1.00000","",""
"GO:0048188","Set1C/COMPASS complex",11,0,0.09,798,"1.00000","1.00000","1.00000","",""
"GO:0048471","perinuclear region of cytoplasm",95,0,0.76,799,"1.00000","1.00000","1.00000","",""
"GO:0048475","coated membrane",43,0,0.34,800,"1.00000","1.00000","1.00000","",""
"GO:0048476","Holliday junction resolvase complex",3,0,0.02,801,"1.00000","1.00000","1.00000","",""
"GO:0048500","signal recognition particle",7,0,0.06,802,"1.00000","1.00000","1.00000","",""
"GO:0048770","pigment granule",9,0,0.07,803,"1.00000","1.00000","1.00000","",""
"GO:0048788","cytoskeleton of presynaptic active zone",14,0,0.11,804,"1.00000","1.00000","1.00000","",""
"GO:0051233","spindle midzone",39,0,0.31,805,"1.00000","1.00000","1.00000","",""
"GO:0051286","cell tip",3,0,0.02,806,"1.00000","1.00000","1.00000","",""
"GO:0055029","nuclear DNA-directed RNA polymerase comp...",162,0,1.29,807,"1.00000","1.00000","1.00000","",""
"GO:0055037","recycling endosome",74,0,0.59,808,"1.00000","1.00000","1.00000","",""
"GO:0055120","striated muscle dense body",7,0,0.06,809,"1.00000","1.00000","1.00000","",""
"GO:0060187","cell pole",6,0,0.05,810,"1.00000","1.00000","1.00000","",""
"GO:0060293","germ plasm",59,0,0.47,811,"1.00000","1.00000","1.00000","",""
"GO:0060388","vitelline envelope",3,0,0.02,812,"1.00000","1.00000","1.00000","",""
"GO:0061175","type II terminal bouton",4,0,0.03,813,"1.00000","1.00000","1.00000","",""
"GO:0061176","type Ib terminal bouton",17,0,0.14,814,"1.00000","1.00000","1.00000","",""
"GO:0061177","type Is terminal bouton",13,0,0.1,815,"1.00000","1.00000","1.00000","",""
"GO:0061689","tricellular tight junction",10,0,0.08,816,"1.00000","1.00000","1.00000","",""
"GO:0061695","transferase complex, transferring phosph...",230,0,1.83,817,"1.00000","1.00000","1.00000","",""
"GO:0061700","GATOR2 complex",9,0,0.07,818,"1.00000","1.00000","1.00000","",""
"GO:0061822","ciliary cap",4,0,0.03,819,"1.00000","1.00000","1.00000","",""
"GO:0070069","cytochrome complex",52,0,0.41,820,"1.00000","1.00000","1.00000","",""
"GO:0070382","exocytic vesicle",85,0,0.68,821,"1.00000","1.00000","1.00000","",""
"GO:0070390","transcription export complex 2",5,0,0.04,822,"1.00000","1.00000","1.00000","",""
"GO:0070449","elongin complex",6,0,0.05,823,"1.00000","1.00000","1.00000","",""
"GO:0070451","cell hair",7,0,0.06,824,"1.00000","1.00000","1.00000","",""
"GO:0070461","SAGA-type complex",26,0,0.21,825,"1.00000","1.00000","1.00000","",""
"GO:0070469","respirasome",103,0,0.82,826,"1.00000","1.00000","1.00000","",""
"GO:0070545","PeBoW complex",6,0,0.05,827,"1.00000","1.00000","1.00000","",""
"GO:0070578","RISC-loading complex",6,0,0.05,828,"1.00000","1.00000","1.00000","",""
"GO:0070603","SWI/SNF superfamily-type complex",55,0,0.44,829,"1.00000","1.00000","1.00000","",""
"GO:0070725","Yb body",15,0,0.12,830,"1.00000","1.00000","1.00000","",""
"GO:0070732","spindle envelope",8,0,0.06,831,"1.00000","1.00000","1.00000","",""
"GO:0070762","nuclear pore transmembrane ring",4,0,0.03,832,"1.00000","1.00000","1.00000","",""
"GO:0070765","gamma-secretase complex",32,0,0.26,833,"1.00000","1.00000","1.00000","",""
"GO:0070775","H3 histone acetyltransferase complex",6,0,0.05,834,"1.00000","1.00000","1.00000","",""
"GO:0070776","MOZ/MORF histone acetyltransferase compl...",6,0,0.05,835,"1.00000","1.00000","1.00000","",""
"GO:0070822","Sin3-type complex",22,0,0.18,836,"1.00000","1.00000","1.00000","",""
"GO:0070847","core mediator complex",15,0,0.12,837,"1.00000","1.00000","1.00000","",""
"GO:0070864","sperm individualization complex",11,0,0.09,838,"1.00000","1.00000","1.00000","",""
"GO:0070865","investment cone",5,0,0.04,839,"1.00000","1.00000","1.00000","",""
"GO:0070938","contractile ring",15,0,0.12,840,"1.00000","1.00000","1.00000","",""
"GO:0070939","Dsl1/NZR complex",5,0,0.04,841,"1.00000","1.00000","1.00000","",""
"GO:0070971","endoplasmic reticulum exit site",13,0,0.1,842,"1.00000","1.00000","1.00000","",""
"GO:0070993","translation preinitiation complex",9,0,0.07,843,"1.00000","1.00000","1.00000","",""
"GO:0071004","U2-type prespliceosome",18,0,0.14,844,"1.00000","1.00000","1.00000","",""
"GO:0071006","U2-type catalytic step 1 spliceosome",9,0,0.07,845,"1.00000","1.00000","1.00000","",""
"GO:0071010","prespliceosome",26,0,0.21,846,"1.00000","1.00000","1.00000","",""
"GO:0071011","precatalytic spliceosome",4,0,0.03,847,"1.00000","1.00000","1.00000","",""
"GO:0071012","catalytic step 1 spliceosome",15,0,0.12,848,"1.00000","1.00000","1.00000","",""
"GO:0071013","catalytic step 2 spliceosome",17,0,0.14,849,"1.00000","1.00000","1.00000","",""
"GO:0071014","post-mRNA release spliceosomal complex",9,0,0.07,850,"1.00000","1.00000","1.00000","",""
"GO:0071020","post-spliceosomal complex",3,0,0.02,851,"1.00000","1.00000","1.00000","",""
"GO:0071203","WASH complex",9,0,0.07,852,"1.00000","1.00000","1.00000","",""
"GO:0071204","histone pre-mRNA 3'end processing comple...",5,0,0.04,853,"1.00000","1.00000","1.00000","",""
"GO:0071212","subsynaptic reticulum",19,0,0.15,854,"1.00000","1.00000","1.00000","",""
"GO:0071254","cytoplasmic U snRNP body",9,0,0.07,855,"1.00000","1.00000","1.00000","",""
"GO:0071339","MLL1 complex",3,0,0.02,856,"1.00000","1.00000","1.00000","",""
"GO:0071439","clathrin complex",3,0,0.02,857,"1.00000","1.00000","1.00000","",""
"GO:0071540","eukaryotic translation initiation factor...",4,0,0.03,858,"1.00000","1.00000","1.00000","",""
"GO:0071541","eukaryotic translation initiation factor...",6,0,0.05,859,"1.00000","1.00000","1.00000","",""
"GO:0071595","Nem1-Spo7 phosphatase complex",4,0,0.03,860,"1.00000","1.00000","1.00000","",""
"GO:0071683","sensory dendrite",21,0,0.17,861,"1.00000","1.00000","1.00000","",""
"GO:0071781","endoplasmic reticulum cisternal network",4,0,0.03,862,"1.00000","1.00000","1.00000","",""
"GO:0071782","endoplasmic reticulum tubular network",4,0,0.03,863,"1.00000","1.00000","1.00000","",""
"GO:0071819","DUBm complex",3,0,0.02,864,"1.00000","1.00000","1.00000","",""
"GO:0071986","Ragulator complex",3,0,0.02,865,"1.00000","1.00000","1.00000","",""
"GO:0072487","MSL complex",10,0,0.08,866,"1.00000","1.00000","1.00000","",""
"GO:0072546","ER membrane protein complex",10,0,0.08,867,"1.00000","1.00000","1.00000","",""
"GO:0072588","box H/ACA RNP complex",7,0,0.06,868,"1.00000","1.00000","1.00000","",""
"GO:0072669","tRNA-splicing ligase complex",3,0,0.02,869,"1.00000","1.00000","1.00000","",""
"GO:0072686","mitotic spindle",56,0,0.45,870,"1.00000","1.00000","1.00000","",""
"GO:0072687","meiotic spindle",11,0,0.09,871,"1.00000","1.00000","1.00000","",""
"GO:0080008","Cul4-RING E3 ubiquitin ligase complex",15,0,0.12,872,"1.00000","1.00000","1.00000","",""
"GO:0089701","U2AF complex",5,0,0.04,873,"1.00000","1.00000","1.00000","",""
"GO:0089717","spanning component of membrane",10,0,0.08,874,"1.00000","1.00000","1.00000","",""
"GO:0090443","FAR/SIN/STRIPAK complex",7,0,0.06,875,"1.00000","1.00000","1.00000","",""
"GO:0090533","cation-transporting ATPase complex",6,0,0.05,876,"1.00000","1.00000","1.00000","",""
"GO:0090545","CHD-type complex",11,0,0.09,877,"1.00000","1.00000","1.00000","",""
"GO:0090575","RNA polymerase II transcription regulato...",109,0,0.87,878,"1.00000","1.00000","1.00000","",""
"GO:0090576","RNA polymerase III transcription regulat...",8,0,0.06,879,"1.00000","1.00000","1.00000","",""
"GO:0090665","glycoprotein complex",16,0,0.13,880,"1.00000","1.00000","1.00000","",""
"GO:0090740","integral component of pigment granule me...",5,0,0.04,881,"1.00000","1.00000","1.00000","",""
"GO:0090741","pigment granule membrane",5,0,0.04,882,"1.00000","1.00000","1.00000","",""
"GO:0097014","ciliary plasm",79,0,0.63,883,"1.00000","1.00000","1.00000","",""
"GO:0097038","perinuclear endoplasmic reticulum",10,0,0.08,884,"1.00000","1.00000","1.00000","",""
"GO:0097344","Rix1 complex",3,0,0.02,885,"1.00000","1.00000","1.00000","",""
"GO:0097346","INO80-type complex",10,0,0.08,886,"1.00000","1.00000","1.00000","",""
"GO:0097431","mitotic spindle pole",10,0,0.08,887,"1.00000","1.00000","1.00000","",""
"GO:0097447","dendritic tree",153,0,1.22,888,"1.00000","1.00000","1.00000","",""
"GO:0097525","spliceosomal snRNP complex",75,0,0.6,889,"1.00000","1.00000","1.00000","",""
"GO:0097526","spliceosomal tri-snRNP complex",33,0,0.26,890,"1.00000","1.00000","1.00000","",""
"GO:0097542","ciliary tip",3,0,0.02,891,"1.00000","1.00000","1.00000","",""
"GO:0097574","lateral part of cell",4,0,0.03,892,"1.00000","1.00000","1.00000","",""
"GO:0097648","G protein-coupled receptor complex",6,0,0.05,893,"1.00000","1.00000","1.00000","",""
"GO:0097651","phosphatidylinositol 3-kinase complex, c...",3,0,0.02,894,"1.00000","1.00000","1.00000","",""
"GO:0097729","9+2 motile cilium",11,0,0.09,895,"1.00000","1.00000","1.00000","",""
"GO:0097730","non-motile cilium",17,0,0.14,896,"1.00000","1.00000","1.00000","",""
"GO:0098527","neuromuscular junction of somatic muscle",7,0,0.06,897,"1.00000","1.00000","1.00000","",""
"GO:0098533","ATPase dependent transmembrane transport...",8,0,0.06,898,"1.00000","1.00000","1.00000","",""
"GO:0098549","somatic ring canal",4,0,0.03,899,"1.00000","1.00000","1.00000","",""
"GO:0098552","side of membrane",89,0,0.71,900,"1.00000","1.00000","1.00000","",""
"GO:0098554","cytoplasmic side of endoplasmic reticulu...",7,0,0.06,901,"1.00000","1.00000","1.00000","",""
"GO:0098556","cytoplasmic side of rough endoplasmic re...",3,0,0.02,902,"1.00000","1.00000","1.00000","",""
"GO:0098562","cytoplasmic side of membrane",68,0,0.54,903,"1.00000","1.00000","1.00000","",""
"GO:0098563","intrinsic component of synaptic vesicle ...",13,0,0.1,904,"1.00000","1.00000","1.00000","",""
"GO:0098573","intrinsic component of mitochondrial mem...",30,0,0.24,905,"1.00000","1.00000","1.00000","",""
"GO:0098592","cytoplasmic side of apical plasma membra...",7,0,0.06,906,"1.00000","1.00000","1.00000","",""
"GO:0098636","protein complex involved in cell adhesio...",8,0,0.06,907,"1.00000","1.00000","1.00000","",""
"GO:0098687","chromosomal region",227,0,1.81,908,"1.00000","1.00000","1.00000","",""
"GO:0098799","outer mitochondrial membrane protein com...",7,0,0.06,909,"1.00000","1.00000","1.00000","",""
"GO:0098802","plasma membrane signaling receptor compl...",41,0,0.33,910,"1.00000","1.00000","1.00000","",""
"GO:0098803","respiratory chain complex",102,0,0.81,911,"1.00000","1.00000","1.00000","",""
"GO:0098820","trans-synaptic protein complex",4,0,0.03,912,"1.00000","1.00000","1.00000","",""
"GO:0098827","endoplasmic reticulum subcompartment",187,0,1.49,913,"1.00000","1.00000","1.00000","",""
"GO:0098831","presynaptic active zone cytoplasmic comp...",14,0,0.11,914,"1.00000","1.00000","1.00000","",""
"GO:0098852","lytic vacuole membrane",29,0,0.23,915,"1.00000","1.00000","1.00000","",""
"GO:0098858","actin-based cell projection",40,0,0.32,916,"1.00000","1.00000","1.00000","",""
"GO:0098878","neurotransmitter receptor complex",11,0,0.09,917,"1.00000","1.00000","1.00000","",""
"GO:0098936","intrinsic component of postsynaptic memb...",4,0,0.03,918,"1.00000","1.00000","1.00000","",""
"GO:0098984","neuron to neuron synapse",12,0,0.1,919,"1.00000","1.00000","1.00000","",""
"GO:0099023","vesicle tethering complex",77,0,0.61,920,"1.00000","1.00000","1.00000","",""
"GO:0099055","integral component of postsynaptic membr...",4,0,0.03,921,"1.00000","1.00000","1.00000","",""
"GO:0099086","synaptonemal structure",4,0,0.03,922,"1.00000","1.00000","1.00000","",""
"GO:0099240","intrinsic component of synaptic membrane",4,0,0.03,923,"1.00000","1.00000","1.00000","",""
"GO:0099501","exocytic vesicle membrane",18,0,0.14,924,"1.00000","1.00000","1.00000","",""
"GO:0099512","supramolecular fiber",214,0,1.71,925,"1.00000","1.00000","1.00000","",""
"GO:0099513","polymeric cytoskeletal fiber",103,0,0.82,926,"1.00000","1.00000","1.00000","",""
"GO:0099568","cytoplasmic region",328,0,2.61,927,"1.00000","1.00000","1.00000","",""
"GO:0099569","presynaptic cytoskeleton",14,0,0.11,928,"1.00000","1.00000","1.00000","",""
"GO:0099699","integral component of synaptic membrane",4,0,0.03,929,"1.00000","1.00000","1.00000","",""
"GO:0099738","cell cortex region",87,0,0.69,930,"1.00000","1.00000","1.00000","",""
"GO:0101002","ficolin-1-rich granule",3,0,0.02,931,"1.00000","1.00000","1.00000","",""
"GO:0101031","chaperone complex",13,0,0.1,932,"1.00000","1.00000","1.00000","",""
"GO:0106037","apicomedial cortex",4,0,0.03,933,"1.00000","1.00000","1.00000","",""
"GO:0106068","SUMO ligase complex",13,0,0.1,934,"1.00000","1.00000","1.00000","",""
"GO:0120082","smooth endoplasmic reticulum cisterna",4,0,0.03,935,"1.00000","1.00000","1.00000","",""
"GO:0120111","neuron projection cytoplasm",5,0,0.04,936,"1.00000","1.00000","1.00000","",""
"GO:0120114","Sm-like protein family complex",94,0,0.75,937,"1.00000","1.00000","1.00000","",""
"GO:1902493","acetyltransferase complex",96,0,0.77,938,"1.00000","1.00000","1.00000","",""
"GO:1902494","catalytic complex",1033,0,8.23,939,"1.00000","1.00000","1.00000","",""
"GO:1902495","transmembrane transporter complex",90,0,0.72,940,"1.00000","1.00000","1.00000","",""
"GO:1902554","serine/threonine protein kinase complex",53,0,0.42,941,"1.00000","1.00000","1.00000","",""
"GO:1902555","endoribonuclease complex",25,0,0.2,942,"1.00000","1.00000","1.00000","",""
"GO:1902562","H4 histone acetyltransferase complex",59,0,0.47,943,"1.00000","1.00000","1.00000","",""
"GO:1902911","protein kinase complex",57,0,0.45,944,"1.00000","1.00000","1.00000","",""
"GO:1903293","phosphatase complex",28,0,0.22,945,"1.00000","1.00000","1.00000","",""
"GO:1904115","axon cytoplasm",3,0,0.02,946,"1.00000","1.00000","1.00000","",""
"GO:1904269","cell leading edge cell cortex",3,0,0.02,947,"1.00000","1.00000","1.00000","",""
"GO:1904949","ATPase complex",73,0,0.58,948,"1.00000","1.00000","1.00000","",""
"GO:1905347","endodeoxyribonuclease complex",3,0,0.02,949,"1.00000","1.00000","1.00000","",""
"GO:1905348","endonuclease complex",28,0,0.22,950,"1.00000","1.00000","1.00000","",""
"GO:1905354","exoribonuclease complex",20,0,0.16,951,"1.00000","1.00000","1.00000","",""
"GO:1905360","GTPase complex",11,0,0.09,952,"1.00000","1.00000","1.00000","",""
"GO:1905368","peptidase complex",84,0,0.67,953,"1.00000","1.00000","1.00000","",""
"GO:1905369","endopeptidase complex",57,0,0.45,954,"1.00000","1.00000","1.00000","",""
"GO:1990023","mitotic spindle midzone",15,0,0.12,955,"1.00000","1.00000","1.00000","",""
"GO:1990047","spindle matrix",6,0,0.05,956,"1.00000","1.00000","1.00000","",""
"GO:1990071","TRAPPII protein complex",11,0,0.09,957,"1.00000","1.00000","1.00000","",""
"GO:1990072","TRAPPIII protein complex",3,0,0.02,958,"1.00000","1.00000","1.00000","",""
"GO:1990124","messenger ribonucleoprotein complex",6,0,0.05,959,"1.00000","1.00000","1.00000","",""
"GO:1990130","GATOR1 complex",3,0,0.02,960,"1.00000","1.00000","1.00000","",""
"GO:1990131","Gtr1-Gtr2 GTPase complex",3,0,0.02,961,"1.00000","1.00000","1.00000","",""
"GO:1990204","oxidoreductase complex",92,0,0.73,962,"1.00000","1.00000","1.00000","",""
"GO:1990221","L-cysteine desulfurase complex",8,0,0.06,963,"1.00000","1.00000","1.00000","",""
"GO:1990234","transferase complex",599,0,4.77,964,"1.00000","1.00000","1.00000","",""
"GO:1990246","uniplex complex",5,0,0.04,965,"1.00000","1.00000","1.00000","",""
"GO:1990316","Atg1/ULK1 kinase complex",7,0,0.06,966,"1.00000","1.00000","1.00000","",""
"GO:1990351","transporter complex",101,0,0.81,967,"1.00000","1.00000","1.00000","",""
"GO:1990385","meiotic spindle midzone",6,0,0.05,968,"1.00000","1.00000","1.00000","",""
"GO:1990391","DNA repair complex",17,0,0.14,969,"1.00000","1.00000","1.00000","",""
"GO:1990415","Pex17p-Pex14p docking complex",4,0,0.03,970,"1.00000","1.00000","1.00000","",""
"GO:1990423","RZZ complex",7,0,0.06,971,"1.00000","1.00000","1.00000","",""
"GO:1990429","peroxisomal importomer complex",4,0,0.03,972,"1.00000","1.00000","1.00000","",""
"GO:1990498","mitotic spindle microtubule",10,0,0.08,973,"1.00000","1.00000","1.00000","",""
"GO:1990621","ESCRT IV complex",4,0,0.03,974,"1.00000","1.00000","1.00000","",""
"GO:1990635","proximal dendrite",4,0,0.03,975,"1.00000","1.00000","1.00000","",""
"GO:1990726","Lsm1-7-Pat1 complex",6,0,0.05,976,"1.00000","1.00000","1.00000","",""
"GO:1990752","microtubule end",10,0,0.08,977,"1.00000","1.00000","1.00000","",""
"GO:1990904","ribonucleoprotein complex",656,0,5.23,978,"1.00000","1.00000","1.00000","",""
"GO:1990907","beta-catenin-TCF complex",5,0,0.04,979,"1.00000","1.00000","1.00000","",""
"GO:1990923","PET complex",10,0,0.08,980,"1.00000","1.00000","1.00000","",""
