"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:1901222","regulation of NIK/NF-kappaB signaling",4,0,0.03,5167,"1.00000","1.00000","1.00000","",""
"GO:1901223","negative regulation of NIK/NF-kappaB sig...",4,0,0.03,5168,"1.00000","1.00000","1.00000","",""
"GO:1901255","nucleotide-excision repair involved in i...",3,0,0.02,5169,"1.00000","1.00000","1.00000","",""
"GO:1901264","carbohydrate derivative transport",32,0,0.26,5170,"1.00000","1.00000","1.00000","",""
"GO:1901292","nucleoside phosphate catabolic process",32,0,0.26,5171,"1.00000","1.00000","1.00000","",""
"GO:1901374","acetate ester transport",3,0,0.02,5172,"1.00000","1.00000","1.00000","",""
"GO:1901385","regulation of voltage-gated calcium chan...",10,0,0.08,5173,"1.00000","1.00000","1.00000","",""
"GO:1901386","negative regulation of voltage-gated cal...",6,0,0.05,5174,"1.00000","1.00000","1.00000","",""
"GO:1901407","regulation of phosphorylation of RNA pol...",13,0,0.11,5175,"1.00000","1.00000","1.00000","",""
"GO:1901409","positive regulation of phosphorylation o...",12,0,0.1,5176,"1.00000","1.00000","1.00000","",""
"GO:1901416","regulation of response to ethanol",3,0,0.02,5177,"1.00000","1.00000","1.00000","",""
"GO:1901419","regulation of response to alcohol",3,0,0.02,5178,"1.00000","1.00000","1.00000","",""
"GO:1901475","pyruvate transmembrane transport",13,0,0.11,5179,"1.00000","1.00000","1.00000","",""
"GO:1901503","ether biosynthetic process",4,0,0.03,5180,"1.00000","1.00000","1.00000","",""
"GO:1901532","regulation of hematopoietic progenitor c...",3,0,0.02,5181,"1.00000","1.00000","1.00000","",""
"GO:1901535","regulation of DNA demethylation",3,0,0.02,5182,"1.00000","1.00000","1.00000","",""
"GO:1901537","positive regulation of DNA demethylation",3,0,0.02,5183,"1.00000","1.00000","1.00000","",""
"GO:1901562","response to paraquat",4,0,0.03,5184,"1.00000","1.00000","1.00000","",""
"GO:1901568","fatty acid derivative metabolic process",21,0,0.17,5185,"1.00000","1.00000","1.00000","",""
"GO:1901570","fatty acid derivative biosynthetic proce...",18,0,0.15,5186,"1.00000","1.00000","1.00000","",""
"GO:1901605","alpha-amino acid metabolic process",108,0,0.88,5187,"1.00000","1.00000","1.00000","",""
"GO:1901606","alpha-amino acid catabolic process",47,0,0.38,5188,"1.00000","1.00000","1.00000","",""
"GO:1901607","alpha-amino acid biosynthetic process",30,0,0.24,5189,"1.00000","1.00000","1.00000","",""
"GO:1901616","organic hydroxy compound catabolic proce...",21,0,0.17,5190,"1.00000","1.00000","1.00000","",""
"GO:1901617","organic hydroxy compound biosynthetic pr...",64,0,0.52,5191,"1.00000","1.00000","1.00000","",""
"GO:1901642","nucleoside transmembrane transport",6,0,0.05,5192,"1.00000","1.00000","1.00000","",""
"GO:1901652","response to peptide",100,0,0.81,5193,"1.00000","1.00000","1.00000","",""
"GO:1901653","cellular response to peptide",96,0,0.78,5194,"1.00000","1.00000","1.00000","",""
"GO:1901654","response to ketone",74,0,0.6,5195,"1.00000","1.00000","1.00000","",""
"GO:1901655","cellular response to ketone",30,0,0.24,5196,"1.00000","1.00000","1.00000","",""
"GO:1901659","glycosyl compound biosynthetic process",22,0,0.18,5197,"1.00000","1.00000","1.00000","",""
"GO:1901661","quinone metabolic process",11,0,0.09,5198,"1.00000","1.00000","1.00000","",""
"GO:1901663","quinone biosynthetic process",11,0,0.09,5199,"1.00000","1.00000","1.00000","",""
"GO:1901673","regulation of mitotic spindle assembly",5,0,0.04,5200,"1.00000","1.00000","1.00000","",""
"GO:1901678","iron coordination entity transport",6,0,0.05,5201,"1.00000","1.00000","1.00000","",""
"GO:1901679","nucleotide transmembrane transport",12,0,0.1,5202,"1.00000","1.00000","1.00000","",""
"GO:1901692","regulation of compound eye retinal cell ...",3,0,0.02,5203,"1.00000","1.00000","1.00000","",""
"GO:1901698","response to nitrogen compound",254,0,2.07,5204,"1.00000","1.00000","1.00000","",""
"GO:1901699","cellular response to nitrogen compound",174,0,1.42,5205,"1.00000","1.00000","1.00000","",""
"GO:1901739","regulation of myoblast fusion",20,0,0.16,5206,"1.00000","1.00000","1.00000","",""
"GO:1901796","regulation of signal transduction by p53...",3,0,0.02,5207,"1.00000","1.00000","1.00000","",""
"GO:1901799","negative regulation of proteasomal prote...",10,0,0.08,5208,"1.00000","1.00000","1.00000","",""
"GO:1901800","positive regulation of proteasomal prote...",51,0,0.42,5209,"1.00000","1.00000","1.00000","",""
"GO:1901836","regulation of transcription of nucleolar...",9,0,0.07,5210,"1.00000","1.00000","1.00000","",""
"GO:1901838","positive regulation of transcription of ...",8,0,0.07,5211,"1.00000","1.00000","1.00000","",""
"GO:1901861","regulation of muscle tissue development",18,0,0.15,5212,"1.00000","1.00000","1.00000","",""
"GO:1901862","negative regulation of muscle tissue dev...",4,0,0.03,5213,"1.00000","1.00000","1.00000","",""
"GO:1901863","positive regulation of muscle tissue dev...",5,0,0.04,5214,"1.00000","1.00000","1.00000","",""
"GO:1901879","regulation of protein depolymerization",22,0,0.18,5215,"1.00000","1.00000","1.00000","",""
"GO:1901880","negative regulation of protein depolymer...",13,0,0.11,5216,"1.00000","1.00000","1.00000","",""
"GO:1901881","positive regulation of protein depolymer...",7,0,0.06,5217,"1.00000","1.00000","1.00000","",""
"GO:1901889","negative regulation of cell junction ass...",79,0,0.64,5218,"1.00000","1.00000","1.00000","",""
"GO:1901890","positive regulation of cell junction ass...",57,0,0.46,5219,"1.00000","1.00000","1.00000","",""
"GO:1901894","regulation of ATPase-coupled calcium tra...",3,0,0.02,5220,"1.00000","1.00000","1.00000","",""
"GO:1901962","S-adenosyl-L-methionine transmembrane tr...",3,0,0.02,5221,"1.00000","1.00000","1.00000","",""
"GO:1901970","positive regulation of mitotic sister ch...",14,0,0.11,5222,"1.00000","1.00000","1.00000","",""
"GO:1901976","regulation of cell cycle checkpoint",4,0,0.03,5223,"1.00000","1.00000","1.00000","",""
"GO:1901983","regulation of protein acetylation",25,0,0.2,5224,"1.00000","1.00000","1.00000","",""
"GO:1901984","negative regulation of protein acetylati...",5,0,0.04,5225,"1.00000","1.00000","1.00000","",""
"GO:1901985","positive regulation of protein acetylati...",9,0,0.07,5226,"1.00000","1.00000","1.00000","",""
"GO:1901987","regulation of cell cycle phase transitio...",138,0,1.12,5227,"1.00000","1.00000","1.00000","",""
"GO:1901988","negative regulation of cell cycle phase ...",76,0,0.62,5228,"1.00000","1.00000","1.00000","",""
"GO:1901989","positive regulation of cell cycle phase ...",39,0,0.32,5229,"1.00000","1.00000","1.00000","",""
"GO:1901990","regulation of mitotic cell cycle phase t...",134,0,1.09,5230,"1.00000","1.00000","1.00000","",""
"GO:1901991","negative regulation of mitotic cell cycl...",74,0,0.6,5231,"1.00000","1.00000","1.00000","",""
"GO:1901992","positive regulation of mitotic cell cycl...",37,0,0.3,5232,"1.00000","1.00000","1.00000","",""
"GO:1901993","regulation of meiotic cell cycle phase t...",4,0,0.03,5233,"1.00000","1.00000","1.00000","",""
"GO:1901994","negative regulation of meiotic cell cycl...",4,0,0.03,5234,"1.00000","1.00000","1.00000","",""
"GO:1902036","regulation of hematopoietic stem cell di...",3,0,0.02,5235,"1.00000","1.00000","1.00000","",""
"GO:1902099","regulation of metaphase/anaphase transit...",40,0,0.33,5236,"1.00000","1.00000","1.00000","",""
"GO:1902100","negative regulation of metaphase/anaphas...",22,0,0.18,5237,"1.00000","1.00000","1.00000","",""
"GO:1902101","positive regulation of metaphase/anaphas...",14,0,0.11,5238,"1.00000","1.00000","1.00000","",""
"GO:1902102","regulation of metaphase/anaphase transit...",4,0,0.03,5239,"1.00000","1.00000","1.00000","",""
"GO:1902103","negative regulation of metaphase/anaphas...",4,0,0.03,5240,"1.00000","1.00000","1.00000","",""
"GO:1902108","regulation of mitochondrial membrane per...",6,0,0.05,5241,"1.00000","1.00000","1.00000","",""
"GO:1902110","positive regulation of mitochondrial mem...",6,0,0.05,5242,"1.00000","1.00000","1.00000","",""
"GO:1902115","regulation of organelle assembly",39,0,0.32,5243,"1.00000","1.00000","1.00000","",""
"GO:1902116","negative regulation of organelle assembl...",6,0,0.05,5244,"1.00000","1.00000","1.00000","",""
"GO:1902117","positive regulation of organelle assembl...",14,0,0.11,5245,"1.00000","1.00000","1.00000","",""
"GO:1902165","regulation of intrinsic apoptotic signal...",3,0,0.02,5246,"1.00000","1.00000","1.00000","",""
"GO:1902175","regulation of oxidative stress-induced i...",3,0,0.02,5247,"1.00000","1.00000","1.00000","",""
"GO:1902229","regulation of intrinsic apoptotic signal...",3,0,0.02,5248,"1.00000","1.00000","1.00000","",""
"GO:1902235","regulation of endoplasmic reticulum stre...",5,0,0.04,5249,"1.00000","1.00000","1.00000","",""
"GO:1902236","negative regulation of endoplasmic retic...",3,0,0.02,5250,"1.00000","1.00000","1.00000","",""
"GO:1902253","regulation of intrinsic apoptotic signal...",3,0,0.02,5251,"1.00000","1.00000","1.00000","",""
"GO:1902275","regulation of chromatin organization",140,0,1.14,5252,"1.00000","1.00000","1.00000","",""
"GO:1902284","neuron projection extension involved in ...",19,0,0.15,5253,"1.00000","1.00000","1.00000","",""
"GO:1902299","pre-replicative complex assembly involve...",4,0,0.03,5254,"1.00000","1.00000","1.00000","",""
"GO:1902321","methyl-branched fatty acid biosynthetic ...",14,0,0.11,5255,"1.00000","1.00000","1.00000","",""
"GO:1902349","response to chloroquine",6,0,0.05,5256,"1.00000","1.00000","1.00000","",""
"GO:1902350","cellular response to chloroquine",6,0,0.05,5257,"1.00000","1.00000","1.00000","",""
"GO:1902358","sulfate transmembrane transport",11,0,0.09,5258,"1.00000","1.00000","1.00000","",""
"GO:1902369","negative regulation of RNA catabolic pro...",4,0,0.03,5259,"1.00000","1.00000","1.00000","",""
"GO:1902407","assembly of actomyosin apparatus involve...",4,0,0.03,5260,"1.00000","1.00000","1.00000","",""
"GO:1902410","mitotic cytokinetic process",9,0,0.07,5261,"1.00000","1.00000","1.00000","",""
"GO:1902414","protein localization to cell junction",15,0,0.12,5262,"1.00000","1.00000","1.00000","",""
"GO:1902463","protein localization to cell leading edg...",4,0,0.03,5263,"1.00000","1.00000","1.00000","",""
"GO:1902475","L-alpha-amino acid transmembrane transpo...",29,0,0.24,5264,"1.00000","1.00000","1.00000","",""
"GO:1902476","chloride transmembrane transport",53,0,0.43,5265,"1.00000","1.00000","1.00000","",""
"GO:1902531","regulation of intracellular signal trans...",465,0,3.79,5266,"1.00000","1.00000","1.00000","",""
"GO:1902532","negative regulation of intracellular sig...",184,0,1.5,5267,"1.00000","1.00000","1.00000","",""
"GO:1902533","positive regulation of intracellular sig...",217,0,1.77,5268,"1.00000","1.00000","1.00000","",""
"GO:1902603","carnitine transmembrane transport",3,0,0.02,5269,"1.00000","1.00000","1.00000","",""
"GO:1902626","assembly of large subunit precursor of p...",4,0,0.03,5270,"1.00000","1.00000","1.00000","",""
"GO:1902652","secondary alcohol metabolic process",27,0,0.22,5271,"1.00000","1.00000","1.00000","",""
"GO:1902653","secondary alcohol biosynthetic process",19,0,0.15,5272,"1.00000","1.00000","1.00000","",""
"GO:1902667","regulation of axon guidance",42,0,0.34,5273,"1.00000","1.00000","1.00000","",""
"GO:1902669","positive regulation of axon guidance",22,0,0.18,5274,"1.00000","1.00000","1.00000","",""
"GO:1902680","positive regulation of RNA biosynthetic ...",555,0,4.52,5275,"1.00000","1.00000","1.00000","",""
"GO:1902686","mitochondrial outer membrane permeabiliz...",6,0,0.05,5276,"1.00000","1.00000","1.00000","",""
"GO:1902692","regulation of neuroblast proliferation",68,0,0.55,5277,"1.00000","1.00000","1.00000","",""
"GO:1902742","apoptotic process involved in developmen...",29,0,0.24,5278,"1.00000","1.00000","1.00000","",""
"GO:1902743","regulation of lamellipodium organization",27,0,0.22,5279,"1.00000","1.00000","1.00000","",""
"GO:1902745","positive regulation of lamellipodium org...",16,0,0.13,5280,"1.00000","1.00000","1.00000","",""
"GO:1902749","regulation of cell cycle G2/M phase tran...",42,0,0.34,5281,"1.00000","1.00000","1.00000","",""
"GO:1902750","negative regulation of cell cycle G2/M p...",28,0,0.23,5282,"1.00000","1.00000","1.00000","",""
"GO:1902751","positive regulation of cell cycle G2/M p...",3,0,0.02,5283,"1.00000","1.00000","1.00000","",""
"GO:1902769","regulation of choline O-acetyltransferas...",5,0,0.04,5284,"1.00000","1.00000","1.00000","",""
"GO:1902803","regulation of synaptic vesicle transport",10,0,0.08,5285,"1.00000","1.00000","1.00000","",""
"GO:1902804","negative regulation of synaptic vesicle ...",3,0,0.02,5286,"1.00000","1.00000","1.00000","",""
"GO:1902806","regulation of cell cycle G1/S phase tran...",45,0,0.37,5287,"1.00000","1.00000","1.00000","",""
"GO:1902807","negative regulation of cell cycle G1/S p...",26,0,0.21,5288,"1.00000","1.00000","1.00000","",""
"GO:1902808","positive regulation of cell cycle G1/S p...",18,0,0.15,5289,"1.00000","1.00000","1.00000","",""
"GO:1902850","microtubule cytoskeleton organization in...",151,0,1.23,5290,"1.00000","1.00000","1.00000","",""
"GO:1902875","regulation of embryonic pattern specific...",47,0,0.38,5291,"1.00000","1.00000","1.00000","",""
"GO:1902877","positive regulation of embryonic pattern...",5,0,0.04,5292,"1.00000","1.00000","1.00000","",""
"GO:1902882","regulation of response to oxidative stre...",16,0,0.13,5293,"1.00000","1.00000","1.00000","",""
"GO:1902883","negative regulation of response to oxida...",7,0,0.06,5294,"1.00000","1.00000","1.00000","",""
"GO:1902884","positive regulation of response to oxida...",4,0,0.03,5295,"1.00000","1.00000","1.00000","",""
"GO:1902903","regulation of supramolecular fiber organ...",136,0,1.11,5296,"1.00000","1.00000","1.00000","",""
"GO:1902904","negative regulation of supramolecular fi...",30,0,0.24,5297,"1.00000","1.00000","1.00000","",""
"GO:1902905","positive regulation of supramolecular fi...",84,0,0.68,5298,"1.00000","1.00000","1.00000","",""
"GO:1902969","mitotic DNA replication",7,0,0.06,5299,"1.00000","1.00000","1.00000","",""
"GO:1903018","regulation of glycoprotein metabolic pro...",6,0,0.05,5300,"1.00000","1.00000","1.00000","",""
"GO:1903020","positive regulation of glycoprotein meta...",3,0,0.02,5301,"1.00000","1.00000","1.00000","",""
"GO:1903036","positive regulation of response to wound...",28,0,0.23,5302,"1.00000","1.00000","1.00000","",""
"GO:1903046","meiotic cell cycle process",264,0,2.15,5303,"1.00000","1.00000","1.00000","",""
"GO:1903050","regulation of proteolysis involved in ce...",67,0,0.55,5304,"1.00000","1.00000","1.00000","",""
"GO:1903051","negative regulation of proteolysis invol...",13,0,0.11,5305,"1.00000","1.00000","1.00000","",""
"GO:1903052","positive regulation of proteolysis invol...",53,0,0.43,5306,"1.00000","1.00000","1.00000","",""
"GO:1903055","positive regulation of extracellular mat...",6,0,0.05,5307,"1.00000","1.00000","1.00000","",""
"GO:1903076","regulation of protein localization to pl...",20,0,0.16,5308,"1.00000","1.00000","1.00000","",""
"GO:1903078","positive regulation of protein localizat...",18,0,0.15,5309,"1.00000","1.00000","1.00000","",""
"GO:1903169","regulation of calcium ion transmembrane ...",17,0,0.14,5310,"1.00000","1.00000","1.00000","",""
"GO:1903170","negative regulation of calcium ion trans...",8,0,0.07,5311,"1.00000","1.00000","1.00000","",""
"GO:1903201","regulation of oxidative stress-induced c...",10,0,0.08,5312,"1.00000","1.00000","1.00000","",""
"GO:1903202","negative regulation of oxidative stress-...",7,0,0.06,5313,"1.00000","1.00000","1.00000","",""
"GO:1903203","regulation of oxidative stress-induced n...",5,0,0.04,5314,"1.00000","1.00000","1.00000","",""
"GO:1903204","negative regulation of oxidative stress-...",3,0,0.02,5315,"1.00000","1.00000","1.00000","",""
"GO:1903218","regulation of malate dehydrogenase (deca...",3,0,0.02,5316,"1.00000","1.00000","1.00000","",""
"GO:1903220","positive regulation of malate dehydrogen...",3,0,0.02,5317,"1.00000","1.00000","1.00000","",""
"GO:1903233","regulation of calcium ion-dependent exoc...",3,0,0.02,5318,"1.00000","1.00000","1.00000","",""
"GO:1903292","protein localization to Golgi membrane",3,0,0.02,5319,"1.00000","1.00000","1.00000","",""
"GO:1903294","regulation of glutamate secretion, neuro...",6,0,0.05,5320,"1.00000","1.00000","1.00000","",""
"GO:1903296","positive regulation of glutamate secreti...",3,0,0.02,5321,"1.00000","1.00000","1.00000","",""
"GO:1903305","regulation of regulated secretory pathwa...",25,0,0.2,5322,"1.00000","1.00000","1.00000","",""
"GO:1903306","negative regulation of regulated secreto...",3,0,0.02,5323,"1.00000","1.00000","1.00000","",""
"GO:1903307","positive regulation of regulated secreto...",4,0,0.03,5324,"1.00000","1.00000","1.00000","",""
"GO:1903311","regulation of mRNA metabolic process",129,0,1.05,5325,"1.00000","1.00000","1.00000","",""
"GO:1903312","negative regulation of mRNA metabolic pr...",16,0,0.13,5326,"1.00000","1.00000","1.00000","",""
"GO:1903313","positive regulation of mRNA metabolic pr...",18,0,0.15,5327,"1.00000","1.00000","1.00000","",""
"GO:1903317","regulation of protein maturation",12,0,0.1,5328,"1.00000","1.00000","1.00000","",""
"GO:1903318","negative regulation of protein maturatio...",9,0,0.07,5329,"1.00000","1.00000","1.00000","",""
"GO:1903320","regulation of protein modification by sm...",51,0,0.42,5330,"1.00000","1.00000","1.00000","",""
"GO:1903321","negative regulation of protein modificat...",16,0,0.13,5331,"1.00000","1.00000","1.00000","",""
"GO:1903322","positive regulation of protein modificat...",23,0,0.19,5332,"1.00000","1.00000","1.00000","",""
"GO:1903326","regulation of tRNA metabolic process",3,0,0.02,5333,"1.00000","1.00000","1.00000","",""
"GO:1903350","response to dopamine",28,0,0.23,5334,"1.00000","1.00000","1.00000","",""
"GO:1903351","cellular response to dopamine",28,0,0.23,5335,"1.00000","1.00000","1.00000","",""
"GO:1903362","regulation of cellular protein catabolic...",69,0,0.56,5336,"1.00000","1.00000","1.00000","",""
"GO:1903363","negative regulation of cellular protein ...",13,0,0.11,5337,"1.00000","1.00000","1.00000","",""
"GO:1903364","positive regulation of cellular protein ...",57,0,0.46,5338,"1.00000","1.00000","1.00000","",""
"GO:1903371","regulation of endoplasmic reticulum tubu...",3,0,0.02,5339,"1.00000","1.00000","1.00000","",""
"GO:1903373","positive regulation of endoplasmic retic...",3,0,0.02,5340,"1.00000","1.00000","1.00000","",""
"GO:1903385","regulation of homophilic cell adhesion",5,0,0.04,5341,"1.00000","1.00000","1.00000","",""
"GO:1903386","negative regulation of homophilic cell a...",3,0,0.02,5342,"1.00000","1.00000","1.00000","",""
"GO:1903391","regulation of adherens junction organiza...",9,0,0.07,5343,"1.00000","1.00000","1.00000","",""
"GO:1903409","reactive oxygen species biosynthetic pro...",6,0,0.05,5344,"1.00000","1.00000","1.00000","",""
"GO:1903421","regulation of synaptic vesicle recycling",14,0,0.11,5345,"1.00000","1.00000","1.00000","",""
"GO:1903423","positive regulation of synaptic vesicle ...",6,0,0.05,5346,"1.00000","1.00000","1.00000","",""
"GO:1903426","regulation of reactive oxygen species bi...",3,0,0.02,5347,"1.00000","1.00000","1.00000","",""
"GO:1903431","positive regulation of cell maturation",24,0,0.2,5348,"1.00000","1.00000","1.00000","",""
"GO:1903432","regulation of TORC1 signaling",45,0,0.37,5349,"1.00000","1.00000","1.00000","",""
"GO:1903475","mitotic actomyosin contractile ring asse...",4,0,0.03,5350,"1.00000","1.00000","1.00000","",""
"GO:1903504","regulation of mitotic spindle checkpoint",3,0,0.02,5351,"1.00000","1.00000","1.00000","",""
"GO:1903508","positive regulation of nucleic acid-temp...",555,0,4.52,5352,"1.00000","1.00000","1.00000","",""
"GO:1903510","mucopolysaccharide metabolic process",19,0,0.15,5353,"1.00000","1.00000","1.00000","",""
"GO:1903524","positive regulation of blood circulation",7,0,0.06,5354,"1.00000","1.00000","1.00000","",""
"GO:1903530","regulation of secretion by cell",138,0,1.12,5355,"1.00000","1.00000","1.00000","",""
"GO:1903531","negative regulation of secretion by cell",34,0,0.28,5356,"1.00000","1.00000","1.00000","",""
"GO:1903532","positive regulation of secretion by cell",51,0,0.42,5357,"1.00000","1.00000","1.00000","",""
"GO:1903562","microtubule bundle formation involved in...",4,0,0.03,5358,"1.00000","1.00000","1.00000","",""
"GO:1903573","negative regulation of response to endop...",5,0,0.04,5359,"1.00000","1.00000","1.00000","",""
"GO:1903578","regulation of ATP metabolic process",16,0,0.13,5360,"1.00000","1.00000","1.00000","",""
"GO:1903580","positive regulation of ATP metabolic pro...",5,0,0.04,5361,"1.00000","1.00000","1.00000","",""
"GO:1903684","regulation of border follicle cell migra...",3,0,0.02,5362,"1.00000","1.00000","1.00000","",""
"GO:1903688","positive regulation of border follicle c...",3,0,0.02,5363,"1.00000","1.00000","1.00000","",""
"GO:1903706","regulation of hemopoiesis",26,0,0.21,5364,"1.00000","1.00000","1.00000","",""
"GO:1903707","negative regulation of hemopoiesis",21,0,0.17,5365,"1.00000","1.00000","1.00000","",""
"GO:1903722","regulation of centriole elongation",6,0,0.05,5366,"1.00000","1.00000","1.00000","",""
"GO:1903723","negative regulation of centriole elongat...",6,0,0.05,5367,"1.00000","1.00000","1.00000","",""
"GO:1903725","regulation of phospholipid metabolic pro...",12,0,0.1,5368,"1.00000","1.00000","1.00000","",""
"GO:1903726","negative regulation of phospholipid meta...",5,0,0.04,5369,"1.00000","1.00000","1.00000","",""
"GO:1903727","positive regulation of phospholipid meta...",5,0,0.04,5370,"1.00000","1.00000","1.00000","",""
"GO:1903793","positive regulation of anion transport",5,0,0.04,5371,"1.00000","1.00000","1.00000","",""
"GO:1903801","L-leucine import across plasma membrane",4,0,0.03,5372,"1.00000","1.00000","1.00000","",""
"GO:1903804","glycine import across plasma membrane",4,0,0.03,5373,"1.00000","1.00000","1.00000","",""
"GO:1903825","organic acid transmembrane transport",116,0,0.95,5374,"1.00000","1.00000","1.00000","",""
"GO:1903827","regulation of cellular protein localizat...",84,0,0.68,5375,"1.00000","1.00000","1.00000","",""
"GO:1903828","negative regulation of cellular protein ...",18,0,0.15,5376,"1.00000","1.00000","1.00000","",""
"GO:1903829","positive regulation of cellular protein ...",47,0,0.38,5377,"1.00000","1.00000","1.00000","",""
"GO:1903830","magnesium ion transmembrane transport",3,0,0.02,5378,"1.00000","1.00000","1.00000","",""
"GO:1903831","signal transduction involved in cellular...",7,0,0.06,5379,"1.00000","1.00000","1.00000","",""
"GO:1903844","regulation of cellular response to trans...",13,0,0.11,5380,"1.00000","1.00000","1.00000","",""
"GO:1903845","negative regulation of cellular response...",9,0,0.07,5381,"1.00000","1.00000","1.00000","",""
"GO:1903862","positive regulation of oxidative phospho...",3,0,0.02,5382,"1.00000","1.00000","1.00000","",""
"GO:1903900","regulation of viral life cycle",9,0,0.07,5383,"1.00000","1.00000","1.00000","",""
"GO:1903901","negative regulation of viral life cycle",4,0,0.03,5384,"1.00000","1.00000","1.00000","",""
"GO:1903902","positive regulation of viral life cycle",5,0,0.04,5385,"1.00000","1.00000","1.00000","",""
"GO:1903939","regulation of TORC2 signaling",6,0,0.05,5386,"1.00000","1.00000","1.00000","",""
"GO:1904029","regulation of cyclin-dependent protein k...",22,0,0.18,5387,"1.00000","1.00000","1.00000","",""
"GO:1904031","positive regulation of cyclin-dependent ...",13,0,0.11,5388,"1.00000","1.00000","1.00000","",""
"GO:1904058","positive regulation of sensory perceptio...",7,0,0.06,5389,"1.00000","1.00000","1.00000","",""
"GO:1904059","regulation of locomotor rhythm",19,0,0.15,5390,"1.00000","1.00000","1.00000","",""
"GO:1904062","regulation of cation transmembrane trans...",28,0,0.23,5391,"1.00000","1.00000","1.00000","",""
"GO:1904063","negative regulation of cation transmembr...",10,0,0.08,5392,"1.00000","1.00000","1.00000","",""
"GO:1904064","positive regulation of cation transmembr...",14,0,0.11,5393,"1.00000","1.00000","1.00000","",""
"GO:1904262","negative regulation of TORC1 signaling",19,0,0.15,5394,"1.00000","1.00000","1.00000","",""
"GO:1904263","positive regulation of TORC1 signaling",26,0,0.21,5395,"1.00000","1.00000","1.00000","",""
"GO:1904375","regulation of protein localization to ce...",22,0,0.18,5396,"1.00000","1.00000","1.00000","",""
"GO:1904377","positive regulation of protein localizat...",19,0,0.15,5397,"1.00000","1.00000","1.00000","",""
"GO:1904397","negative regulation of neuromuscular jun...",75,0,0.61,5398,"1.00000","1.00000","1.00000","",""
"GO:1904398","positive regulation of neuromuscular jun...",51,0,0.42,5399,"1.00000","1.00000","1.00000","",""
"GO:1904427","positive regulation of calcium ion trans...",5,0,0.04,5400,"1.00000","1.00000","1.00000","",""
"GO:1904456","negative regulation of neuronal action p...",7,0,0.06,5401,"1.00000","1.00000","1.00000","",""
"GO:1904515","positive regulation of TORC2 signaling",6,0,0.05,5402,"1.00000","1.00000","1.00000","",""
"GO:1904580","regulation of intracellular mRNA localiz...",42,0,0.34,5403,"1.00000","1.00000","1.00000","",""
"GO:1904582","positive regulation of intracellular mRN...",5,0,0.04,5404,"1.00000","1.00000","1.00000","",""
"GO:1904587","response to glycoprotein",4,0,0.03,5405,"1.00000","1.00000","1.00000","",""
"GO:1904589","regulation of protein import",21,0,0.17,5406,"1.00000","1.00000","1.00000","",""
"GO:1904590","negative regulation of protein import",9,0,0.07,5407,"1.00000","1.00000","1.00000","",""
"GO:1904591","positive regulation of protein import",7,0,0.06,5408,"1.00000","1.00000","1.00000","",""
"GO:1904647","response to rotenone",4,0,0.03,5409,"1.00000","1.00000","1.00000","",""
"GO:1904659","glucose transmembrane transport",13,0,0.11,5410,"1.00000","1.00000","1.00000","",""
"GO:1904666","regulation of ubiquitin protein ligase a...",10,0,0.08,5411,"1.00000","1.00000","1.00000","",""
"GO:1904667","negative regulation of ubiquitin protein...",4,0,0.03,5412,"1.00000","1.00000","1.00000","",""
"GO:1904668","positive regulation of ubiquitin protein...",6,0,0.05,5413,"1.00000","1.00000","1.00000","",""
"GO:1904746","negative regulation of apoptotic process...",3,0,0.02,5414,"1.00000","1.00000","1.00000","",""
"GO:1904747","positive regulation of apoptotic process...",10,0,0.08,5415,"1.00000","1.00000","1.00000","",""
"GO:1904748","regulation of apoptotic process involved...",16,0,0.13,5416,"1.00000","1.00000","1.00000","",""
"GO:1904801","positive regulation of neuron remodeling",19,0,0.15,5417,"1.00000","1.00000","1.00000","",""
"GO:1904892","regulation of receptor signaling pathway...",38,0,0.31,5418,"1.00000","1.00000","1.00000","",""
"GO:1904893","negative regulation of receptor signalin...",19,0,0.15,5419,"1.00000","1.00000","1.00000","",""
"GO:1904894","positive regulation of receptor signalin...",13,0,0.11,5420,"1.00000","1.00000","1.00000","",""
"GO:1904950","negative regulation of establishment of ...",38,0,0.31,5421,"1.00000","1.00000","1.00000","",""
"GO:1904951","positive regulation of establishment of ...",55,0,0.45,5422,"1.00000","1.00000","1.00000","",""
"GO:1905037","autophagosome organization",51,0,0.42,5423,"1.00000","1.00000","1.00000","",""
"GO:1905038","regulation of membrane lipid metabolic p...",3,0,0.02,5424,"1.00000","1.00000","1.00000","",""
"GO:1905039","carboxylic acid transmembrane transport",116,0,0.95,5425,"1.00000","1.00000","1.00000","",""
"GO:1905062","positive regulation of cardioblast proli...",4,0,0.03,5426,"1.00000","1.00000","1.00000","",""
"GO:1905114","cell surface receptor signaling pathway ...",202,0,1.65,5427,"1.00000","1.00000","1.00000","",""
"GO:1905132","regulation of meiotic chromosome separat...",4,0,0.03,5428,"1.00000","1.00000","1.00000","",""
"GO:1905133","negative regulation of meiotic chromosom...",4,0,0.03,5429,"1.00000","1.00000","1.00000","",""
"GO:1905144","response to acetylcholine",7,0,0.06,5430,"1.00000","1.00000","1.00000","",""
"GO:1905145","cellular response to acetylcholine",7,0,0.06,5431,"1.00000","1.00000","1.00000","",""
"GO:1905207","regulation of cardiocyte differentiation",16,0,0.13,5432,"1.00000","1.00000","1.00000","",""
