"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0015368","calcium:cation antiporter activity",9,0,0.08,728,"1.00000","1.00000","1.00000","",""
"GO:0015370","solute:sodium symporter activity",34,0,0.28,729,"1.00000","1.00000","1.00000","",""
"GO:0015373","anion:sodium symporter activity",4,0,0.03,730,"1.00000","1.00000","1.00000","",""
"GO:0015377","cation:chloride symporter activity",7,0,0.06,731,"1.00000","1.00000","1.00000","",""
"GO:0015378","sodium:chloride symporter activity",4,0,0.03,732,"1.00000","1.00000","1.00000","",""
"GO:0015379","potassium:chloride symporter activity",5,0,0.04,733,"1.00000","1.00000","1.00000","",""
"GO:0015385","sodium:proton antiporter activity",7,0,0.06,734,"1.00000","1.00000","1.00000","",""
"GO:0015386","potassium:proton antiporter activity",7,0,0.06,735,"1.00000","1.00000","1.00000","",""
"GO:0015399","primary active transmembrane transporter...",98,0,0.82,736,"1.00000","1.00000","1.00000","",""
"GO:0015450","P-P-bond-hydrolysis-driven protein trans...",14,0,0.12,737,"1.00000","1.00000","1.00000","",""
"GO:0015459","potassium channel regulator activity",10,0,0.08,738,"1.00000","1.00000","1.00000","",""
"GO:0015464","acetylcholine receptor activity",7,0,0.06,739,"1.00000","1.00000","1.00000","",""
"GO:0015485","cholesterol binding",4,0,0.03,740,"1.00000","1.00000","1.00000","",""
"GO:0015491","cation:cation antiporter activity",19,0,0.16,741,"1.00000","1.00000","1.00000","",""
"GO:0015501","glutamate:sodium symporter activity",6,0,0.05,742,"1.00000","1.00000","1.00000","",""
"GO:0015556","C4-dicarboxylate transmembrane transport...",12,0,0.1,743,"1.00000","1.00000","1.00000","",""
"GO:0015562","efflux transmembrane transporter activit...",7,0,0.06,744,"1.00000","1.00000","1.00000","",""
"GO:0015574","trehalose transmembrane transporter acti...",3,0,0.03,745,"1.00000","1.00000","1.00000","",""
"GO:0015605","organophosphate ester transmembrane tran...",14,0,0.12,746,"1.00000","1.00000","1.00000","",""
"GO:0015645","fatty acid ligase activity",21,0,0.18,747,"1.00000","1.00000","1.00000","",""
"GO:0015651","quaternary ammonium group transmembrane ...",4,0,0.03,748,"1.00000","1.00000","1.00000","",""
"GO:0015662","ion transmembrane transporter activity, ...",17,0,0.14,749,"1.00000","1.00000","1.00000","",""
"GO:0015922","aspartate oxidase activity",5,0,0.04,750,"1.00000","1.00000","1.00000","",""
"GO:0015932","nucleobase-containing compound transmemb...",33,0,0.28,751,"1.00000","1.00000","1.00000","",""
"GO:0016015","morphogen activity",8,0,0.07,752,"1.00000","1.00000","1.00000","",""
"GO:0016150","translation release factor activity, cod...",3,0,0.03,753,"1.00000","1.00000","1.00000","",""
"GO:0016247","channel regulator activity",19,0,0.16,754,"1.00000","1.00000","1.00000","",""
"GO:0016273","arginine N-methyltransferase activity",10,0,0.08,755,"1.00000","1.00000","1.00000","",""
"GO:0016274","protein-arginine N-methyltransferase act...",10,0,0.08,756,"1.00000","1.00000","1.00000","",""
"GO:0016278","lysine N-methyltransferase activity",23,0,0.19,757,"1.00000","1.00000","1.00000","",""
"GO:0016279","protein-lysine N-methyltransferase activ...",23,0,0.19,758,"1.00000","1.00000","1.00000","",""
"GO:0016286","small conductance calcium-activated pota...",3,0,0.03,759,"1.00000","1.00000","1.00000","",""
"GO:0016298","lipase activity",34,0,0.28,760,"1.00000","1.00000","1.00000","",""
"GO:0016300","tRNA (uracil) methyltransferase activity",4,0,0.03,761,"1.00000","1.00000","1.00000","",""
"GO:0016301","kinase activity",439,0,3.67,762,"1.00000","1.00000","1.00000","",""
"GO:0016303","1-phosphatidylinositol-3-kinase activity",3,0,0.03,763,"1.00000","1.00000","1.00000","",""
"GO:0016307","phosphatidylinositol phosphate kinase ac...",5,0,0.04,764,"1.00000","1.00000","1.00000","",""
"GO:0016308","1-phosphatidylinositol-4-phosphate 5-kin...",4,0,0.03,765,"1.00000","1.00000","1.00000","",""
"GO:0016312","inositol bisphosphate phosphatase activi...",5,0,0.04,766,"1.00000","1.00000","1.00000","",""
"GO:0016361","activin receptor activity, type I",4,0,0.03,767,"1.00000","1.00000","1.00000","",""
"GO:0016405","CoA-ligase activity",14,0,0.12,768,"1.00000","1.00000","1.00000","",""
"GO:0016407","acetyltransferase activity",50,0,0.42,769,"1.00000","1.00000","1.00000","",""
"GO:0016408","C-acyltransferase activity",11,0,0.09,770,"1.00000","1.00000","1.00000","",""
"GO:0016409","palmitoyltransferase activity",25,0,0.21,771,"1.00000","1.00000","1.00000","",""
"GO:0016410","N-acyltransferase activity",42,0,0.35,772,"1.00000","1.00000","1.00000","",""
"GO:0016411","acylglycerol O-acyltransferase activity",5,0,0.04,773,"1.00000","1.00000","1.00000","",""
"GO:0016413","O-acetyltransferase activity",7,0,0.06,774,"1.00000","1.00000","1.00000","",""
"GO:0016417","S-acyltransferase activity",23,0,0.19,775,"1.00000","1.00000","1.00000","",""
"GO:0016423","tRNA (guanine) methyltransferase activit...",6,0,0.05,776,"1.00000","1.00000","1.00000","",""
"GO:0016433","rRNA (adenine) methyltransferase activit...",6,0,0.05,777,"1.00000","1.00000","1.00000","",""
"GO:0016435","rRNA (guanine) methyltransferase activit...",4,0,0.03,778,"1.00000","1.00000","1.00000","",""
"GO:0016443","bidentate ribonuclease III activity",4,0,0.03,779,"1.00000","1.00000","1.00000","",""
"GO:0016453","C-acetyltransferase activity",4,0,0.03,780,"1.00000","1.00000","1.00000","",""
"GO:0016462","pyrophosphatase activity",567,0,4.74,781,"1.00000","1.00000","1.00000","",""
"GO:0016500","protein-hormone receptor activity",11,0,0.09,782,"1.00000","1.00000","1.00000","",""
"GO:0016504","peptidase activator activity",10,0,0.08,783,"1.00000","1.00000","1.00000","",""
"GO:0016505","peptidase activator activity involved in...",3,0,0.03,784,"1.00000","1.00000","1.00000","",""
"GO:0016509","long-chain-3-hydroxyacyl-CoA dehydrogena...",3,0,0.03,785,"1.00000","1.00000","1.00000","",""
"GO:0016530","metallochaperone activity",5,0,0.04,786,"1.00000","1.00000","1.00000","",""
"GO:0016531","copper chaperone activity",4,0,0.03,787,"1.00000","1.00000","1.00000","",""
"GO:0016538","cyclin-dependent protein serine/threonin...",17,0,0.14,788,"1.00000","1.00000","1.00000","",""
"GO:0016597","amino acid binding",9,0,0.08,789,"1.00000","1.00000","1.00000","",""
"GO:0016615","malate dehydrogenase activity",3,0,0.03,790,"1.00000","1.00000","1.00000","",""
"GO:0016620","oxidoreductase activity, acting on the a...",12,0,0.1,791,"1.00000","1.00000","1.00000","",""
"GO:0016624","oxidoreductase activity, acting on the a...",8,0,0.07,792,"1.00000","1.00000","1.00000","",""
"GO:0016627","oxidoreductase activity, acting on the C...",28,0,0.23,793,"1.00000","1.00000","1.00000","",""
"GO:0016634","oxidoreductase activity, acting on the C...",8,0,0.07,794,"1.00000","1.00000","1.00000","",""
"GO:0016635","oxidoreductase activity, acting on the C...",6,0,0.05,795,"1.00000","1.00000","1.00000","",""
"GO:0016638","oxidoreductase activity, acting on the C...",23,0,0.19,796,"1.00000","1.00000","1.00000","",""
"GO:0016639","oxidoreductase activity, acting on the C...",12,0,0.1,797,"1.00000","1.00000","1.00000","",""
"GO:0016641","oxidoreductase activity, acting on the C...",9,0,0.08,798,"1.00000","1.00000","1.00000","",""
"GO:0016645","oxidoreductase activity, acting on the C...",17,0,0.14,799,"1.00000","1.00000","1.00000","",""
"GO:0016646","oxidoreductase activity, acting on the C...",9,0,0.08,800,"1.00000","1.00000","1.00000","",""
"GO:0016648","oxidoreductase activity, acting on the C...",4,0,0.03,801,"1.00000","1.00000","1.00000","",""
"GO:0016653","oxidoreductase activity, acting on NAD(P...",5,0,0.04,802,"1.00000","1.00000","1.00000","",""
"GO:0016655","oxidoreductase activity, acting on NAD(P...",9,0,0.08,803,"1.00000","1.00000","1.00000","",""
"GO:0016670","oxidoreductase activity, acting on a sul...",5,0,0.04,804,"1.00000","1.00000","1.00000","",""
"GO:0016672","oxidoreductase activity, acting on a sul...",4,0,0.03,805,"1.00000","1.00000","1.00000","",""
"GO:0016675","oxidoreductase activity, acting on a hem...",19,0,0.16,806,"1.00000","1.00000","1.00000","",""
"GO:0016676","oxidoreductase activity, acting on a hem...",19,0,0.16,807,"1.00000","1.00000","1.00000","",""
"GO:0016679","oxidoreductase activity, acting on diphe...",11,0,0.09,808,"1.00000","1.00000","1.00000","",""
"GO:0016681","oxidoreductase activity, acting on diphe...",11,0,0.09,809,"1.00000","1.00000","1.00000","",""
"GO:0016684","oxidoreductase activity, acting on perox...",23,0,0.19,810,"1.00000","1.00000","1.00000","",""
"GO:0016701","oxidoreductase activity, acting on singl...",7,0,0.06,811,"1.00000","1.00000","1.00000","",""
"GO:0016702","oxidoreductase activity, acting on singl...",7,0,0.06,812,"1.00000","1.00000","1.00000","",""
"GO:0016706","2-oxoglutarate-dependent dioxygenase act...",13,0,0.11,813,"1.00000","1.00000","1.00000","",""
"GO:0016709","oxidoreductase activity, acting on paire...",6,0,0.05,814,"1.00000","1.00000","1.00000","",""
"GO:0016714","oxidoreductase activity, acting on paire...",4,0,0.03,815,"1.00000","1.00000","1.00000","",""
"GO:0016722","oxidoreductase activity, oxidizing metal...",7,0,0.06,816,"1.00000","1.00000","1.00000","",""
"GO:0016724","oxidoreductase activity, oxidizing metal...",3,0,0.03,817,"1.00000","1.00000","1.00000","",""
"GO:0016728","oxidoreductase activity, acting on CH or...",6,0,0.05,818,"1.00000","1.00000","1.00000","",""
"GO:0016741","transferase activity, transferring one-c...",111,0,0.93,819,"1.00000","1.00000","1.00000","",""
"GO:0016742","hydroxymethyl-, formyl- and related tran...",3,0,0.03,820,"1.00000","1.00000","1.00000","",""
"GO:0016743","carboxyl- or carbamoyltransferase activi...",3,0,0.03,821,"1.00000","1.00000","1.00000","",""
"GO:0016746","transferase activity, transferring acyl ...",140,0,1.17,822,"1.00000","1.00000","1.00000","",""
"GO:0016747","transferase activity, transferring acyl ...",132,0,1.1,823,"1.00000","1.00000","1.00000","",""
"GO:0016748","succinyltransferase activity",3,0,0.03,824,"1.00000","1.00000","1.00000","",""
"GO:0016755","transferase activity, transferring amino...",4,0,0.03,825,"1.00000","1.00000","1.00000","",""
"GO:0016763","transferase activity, transferring pento...",13,0,0.11,826,"1.00000","1.00000","1.00000","",""
"GO:0016765","transferase activity, transferring alkyl...",37,0,0.31,827,"1.00000","1.00000","1.00000","",""
"GO:0016769","transferase activity, transferring nitro...",20,0,0.17,828,"1.00000","1.00000","1.00000","",""
"GO:0016772","transferase activity, transferring phosp...",529,0,4.42,829,"1.00000","1.00000","1.00000","",""
"GO:0016773","phosphotransferase activity, alcohol gro...",388,0,3.24,830,"1.00000","1.00000","1.00000","",""
"GO:0016775","phosphotransferase activity, nitrogenous...",4,0,0.03,831,"1.00000","1.00000","1.00000","",""
"GO:0016776","phosphotransferase activity, phosphate g...",30,0,0.25,832,"1.00000","1.00000","1.00000","",""
"GO:0016779","nucleotidyltransferase activity",79,0,0.66,833,"1.00000","1.00000","1.00000","",""
"GO:0016780","phosphotransferase activity, for other s...",12,0,0.1,834,"1.00000","1.00000","1.00000","",""
"GO:0016782","transferase activity, transferring sulfu...",40,0,0.33,835,"1.00000","1.00000","1.00000","",""
"GO:0016783","sulfurtransferase activity",11,0,0.09,836,"1.00000","1.00000","1.00000","",""
"GO:0016790","thiolester hydrolase activity",8,0,0.07,837,"1.00000","1.00000","1.00000","",""
"GO:0016796","exonuclease activity, active with either...",34,0,0.28,838,"1.00000","1.00000","1.00000","",""
"GO:0016799","hydrolase activity, hydrolyzing N-glycos...",8,0,0.07,839,"1.00000","1.00000","1.00000","",""
"GO:0016801","hydrolase activity, acting on ether bond...",9,0,0.08,840,"1.00000","1.00000","1.00000","",""
"GO:0016803","ether hydrolase activity",8,0,0.07,841,"1.00000","1.00000","1.00000","",""
"GO:0016805","dipeptidase activity",4,0,0.03,842,"1.00000","1.00000","1.00000","",""
"GO:0016812","hydrolase activity, acting on carbon-nit...",7,0,0.06,843,"1.00000","1.00000","1.00000","",""
"GO:0016814","hydrolase activity, acting on carbon-nit...",24,0,0.2,844,"1.00000","1.00000","1.00000","",""
"GO:0016817","hydrolase activity, acting on acid anhyd...",569,0,4.76,845,"1.00000","1.00000","1.00000","",""
"GO:0016818","hydrolase activity, acting on acid anhyd...",569,0,4.76,846,"1.00000","1.00000","1.00000","",""
"GO:0016829","lyase activity",137,0,1.15,847,"1.00000","1.00000","1.00000","",""
"GO:0016830","carbon-carbon lyase activity",46,0,0.38,848,"1.00000","1.00000","1.00000","",""
"GO:0016831","carboxy-lyase activity",30,0,0.25,849,"1.00000","1.00000","1.00000","",""
"GO:0016832","aldehyde-lyase activity",11,0,0.09,850,"1.00000","1.00000","1.00000","",""
"GO:0016835","carbon-oxygen lyase activity",35,0,0.29,851,"1.00000","1.00000","1.00000","",""
"GO:0016836","hydro-lyase activity",27,0,0.23,852,"1.00000","1.00000","1.00000","",""
"GO:0016840","carbon-nitrogen lyase activity",10,0,0.08,853,"1.00000","1.00000","1.00000","",""
"GO:0016842","amidine-lyase activity",10,0,0.08,854,"1.00000","1.00000","1.00000","",""
"GO:0016846","carbon-sulfur lyase activity",4,0,0.03,855,"1.00000","1.00000","1.00000","",""
"GO:0016849","phosphorus-oxygen lyase activity",42,0,0.35,856,"1.00000","1.00000","1.00000","",""
"GO:0016860","intramolecular oxidoreductase activity",34,0,0.28,857,"1.00000","1.00000","1.00000","",""
"GO:0016861","intramolecular oxidoreductase activity, ...",10,0,0.08,858,"1.00000","1.00000","1.00000","",""
"GO:0016863","intramolecular oxidoreductase activity, ...",3,0,0.03,859,"1.00000","1.00000","1.00000","",""
"GO:0016864","intramolecular oxidoreductase activity, ...",18,0,0.15,860,"1.00000","1.00000","1.00000","",""
"GO:0016866","intramolecular transferase activity",12,0,0.1,861,"1.00000","1.00000","1.00000","",""
"GO:0016868","intramolecular transferase activity, pho...",4,0,0.03,862,"1.00000","1.00000","1.00000","",""
"GO:0016874","ligase activity",154,0,1.29,863,"1.00000","1.00000","1.00000","",""
"GO:0016875","ligase activity, forming carbon-oxygen b...",59,0,0.49,864,"1.00000","1.00000","1.00000","",""
"GO:0016877","ligase activity, forming carbon-sulfur b...",35,0,0.29,865,"1.00000","1.00000","1.00000","",""
"GO:0016878","acid-thiol ligase activity",28,0,0.23,866,"1.00000","1.00000","1.00000","",""
"GO:0016879","ligase activity, forming carbon-nitrogen...",46,0,0.38,867,"1.00000","1.00000","1.00000","",""
"GO:0016880","acid-ammonia (or amide) ligase activity",3,0,0.03,868,"1.00000","1.00000","1.00000","",""
"GO:0016881","acid-amino acid ligase activity",20,0,0.17,869,"1.00000","1.00000","1.00000","",""
"GO:0016884","carbon-nitrogen ligase activity, with gl...",15,0,0.13,870,"1.00000","1.00000","1.00000","",""
"GO:0016885","ligase activity, forming carbon-carbon b...",3,0,0.03,871,"1.00000","1.00000","1.00000","",""
"GO:0016886","ligase activity, forming phosphoric este...",7,0,0.06,872,"1.00000","1.00000","1.00000","",""
"GO:0016887","ATPase activity",377,0,3.15,873,"1.00000","1.00000","1.00000","",""
"GO:0016888","endodeoxyribonuclease activity, producin...",11,0,0.09,874,"1.00000","1.00000","1.00000","",""
"GO:0016889","endodeoxyribonuclease activity, producin...",5,0,0.04,875,"1.00000","1.00000","1.00000","",""
"GO:0016891","endoribonuclease activity, producing 5'-...",18,0,0.15,876,"1.00000","1.00000","1.00000","",""
"GO:0016893","endonuclease activity, active with eithe...",25,0,0.21,877,"1.00000","1.00000","1.00000","",""
"GO:0016894","endonuclease activity, active with eithe...",7,0,0.06,878,"1.00000","1.00000","1.00000","",""
"GO:0016895","exodeoxyribonuclease activity, producing...",14,0,0.12,879,"1.00000","1.00000","1.00000","",""
"GO:0016896","exoribonuclease activity, producing 5'-p...",20,0,0.17,880,"1.00000","1.00000","1.00000","",""
"GO:0016907","G protein-coupled acetylcholine receptor...",7,0,0.06,881,"1.00000","1.00000","1.00000","",""
"GO:0016917","GABA receptor activity",9,0,0.08,882,"1.00000","1.00000","1.00000","",""
"GO:0016922","nuclear receptor binding",10,0,0.08,883,"1.00000","1.00000","1.00000","",""
"GO:0016929","SUMO-specific protease activity",4,0,0.03,884,"1.00000","1.00000","1.00000","",""
"GO:0016971","flavin-linked sulfhydryl oxidase activit...",3,0,0.03,885,"1.00000","1.00000","1.00000","",""
"GO:0016972","thiol oxidase activity",3,0,0.03,886,"1.00000","1.00000","1.00000","",""
"GO:0017002","activin-activated receptor activity",6,0,0.05,887,"1.00000","1.00000","1.00000","",""
"GO:0017016","Ras GTPase binding",203,0,1.7,888,"1.00000","1.00000","1.00000","",""
"GO:0017018","myosin phosphatase activity",3,0,0.03,889,"1.00000","1.00000","1.00000","",""
"GO:0017022","myosin binding",88,0,0.74,890,"1.00000","1.00000","1.00000","",""
"GO:0017025","TBP-class protein binding",14,0,0.12,891,"1.00000","1.00000","1.00000","",""
"GO:0017034","Rap guanyl-nucleotide exchange factor ac...",5,0,0.04,892,"1.00000","1.00000","1.00000","",""
"GO:0017046","peptide hormone binding",6,0,0.05,893,"1.00000","1.00000","1.00000","",""
"GO:0017048","Rho GTPase binding",56,0,0.47,894,"1.00000","1.00000","1.00000","",""
"GO:0017056","structural constituent of nuclear pore",27,0,0.23,895,"1.00000","1.00000","1.00000","",""
"GO:0017069","snRNA binding",18,0,0.15,896,"1.00000","1.00000","1.00000","",""
"GO:0017070","U6 snRNA binding",4,0,0.03,897,"1.00000","1.00000","1.00000","",""
"GO:0017076","purine nucleotide binding",91,0,0.76,898,"1.00000","1.00000","1.00000","",""
"GO:0017080","sodium channel regulator activity",7,0,0.06,899,"1.00000","1.00000","1.00000","",""
"GO:0017110","nucleoside-diphosphatase activity",16,0,0.13,900,"1.00000","1.00000","1.00000","",""
"GO:0017111","nucleoside-triphosphatase activity",539,0,4.51,901,"1.00000","1.00000","1.00000","",""
"GO:0017112","Rab guanyl-nucleotide exchange factor ac...",30,0,0.25,902,"1.00000","1.00000","1.00000","",""
"GO:0017124","SH3 domain binding",16,0,0.13,903,"1.00000","1.00000","1.00000","",""
"GO:0017136","NAD-dependent histone deacetylase activi...",3,0,0.03,904,"1.00000","1.00000","1.00000","",""
"GO:0017137","Rab GTPase binding",120,0,1,905,"1.00000","1.00000","1.00000","",""
"GO:0017147","Wnt-protein binding",24,0,0.2,906,"1.00000","1.00000","1.00000","",""
"GO:0017150","tRNA dihydrouridine synthase activity",8,0,0.07,907,"1.00000","1.00000","1.00000","",""
"GO:0017153","sodium:dicarboxylate symporter activity",6,0,0.05,908,"1.00000","1.00000","1.00000","",""
"GO:0017154","semaphorin receptor activity",3,0,0.03,909,"1.00000","1.00000","1.00000","",""
"GO:0017160","Ral GTPase binding",7,0,0.06,910,"1.00000","1.00000","1.00000","",""
"GO:0017169","CDP-alcohol phosphatidyltransferase acti...",3,0,0.03,911,"1.00000","1.00000","1.00000","",""
"GO:0017176","phosphatidylinositol N-acetylglucosaminy...",4,0,0.03,912,"1.00000","1.00000","1.00000","",""
"GO:0018024","histone-lysine N-methyltransferase activ...",22,0,0.18,913,"1.00000","1.00000","1.00000","",""
"GO:0018455","alcohol dehydrogenase [NAD(P)+] activity",3,0,0.03,914,"1.00000","1.00000","1.00000","",""
"GO:0018812","3-hydroxyacyl-CoA dehydratase activity",3,0,0.03,915,"1.00000","1.00000","1.00000","",""
"GO:0019001","guanyl nucleotide binding",51,0,0.43,916,"1.00000","1.00000","1.00000","",""
"GO:0019010","farnesoic acid O-methyltransferase activ...",5,0,0.04,917,"1.00000","1.00000","1.00000","",""
"GO:0019104","DNA N-glycosylase activity",7,0,0.06,918,"1.00000","1.00000","1.00000","",""
"GO:0019136","deoxynucleoside kinase activity",4,0,0.03,919,"1.00000","1.00000","1.00000","",""
"GO:0019182","histamine-gated chloride channel activit...",3,0,0.03,920,"1.00000","1.00000","1.00000","",""
"GO:0019198","transmembrane receptor protein phosphata...",14,0,0.12,921,"1.00000","1.00000","1.00000","",""
"GO:0019199","transmembrane receptor protein kinase ac...",33,0,0.28,922,"1.00000","1.00000","1.00000","",""
"GO:0019200","carbohydrate kinase activity",14,0,0.12,923,"1.00000","1.00000","1.00000","",""
"GO:0019202","amino acid kinase activity",4,0,0.03,924,"1.00000","1.00000","1.00000","",""
"GO:0019203","carbohydrate phosphatase activity",3,0,0.03,925,"1.00000","1.00000","1.00000","",""
"GO:0019205","nucleobase-containing compound kinase ac...",41,0,0.34,926,"1.00000","1.00000","1.00000","",""
"GO:0019206","nucleoside kinase activity",8,0,0.07,927,"1.00000","1.00000","1.00000","",""
"GO:0019207","kinase regulator activity",70,0,0.59,928,"1.00000","1.00000","1.00000","",""
"GO:0019208","phosphatase regulator activity",27,0,0.23,929,"1.00000","1.00000","1.00000","",""
"GO:0019209","kinase activator activity",20,0,0.17,930,"1.00000","1.00000","1.00000","",""
"GO:0019210","kinase inhibitor activity",21,0,0.18,931,"1.00000","1.00000","1.00000","",""
"GO:0019212","phosphatase inhibitor activity",8,0,0.07,932,"1.00000","1.00000","1.00000","",""
"GO:0019238","cyclohydrolase activity",5,0,0.04,933,"1.00000","1.00000","1.00000","",""
"GO:0019239","deaminase activity",23,0,0.19,934,"1.00000","1.00000","1.00000","",""
"GO:0019531","oxalate transmembrane transporter activi...",12,0,0.1,935,"1.00000","1.00000","1.00000","",""
"GO:0019706","protein-cysteine S-palmitoyltransferase ...",18,0,0.15,936,"1.00000","1.00000","1.00000","",""
"GO:0019707","protein-cysteine S-acyltransferase activ...",18,0,0.15,937,"1.00000","1.00000","1.00000","",""
"GO:0019776","Atg8 ligase activity",3,0,0.03,938,"1.00000","1.00000","1.00000","",""
"GO:0019783","ubiquitin-like protein-specific protease...",86,0,0.72,939,"1.00000","1.00000","1.00000","",""
"GO:0019784","NEDD8-specific protease activity",4,0,0.03,940,"1.00000","1.00000","1.00000","",""
"GO:0019787","ubiquitin-like protein transferase activ...",212,0,1.77,941,"1.00000","1.00000","1.00000","",""
"GO:0019788","NEDD8 transferase activity",9,0,0.08,942,"1.00000","1.00000","1.00000","",""
"GO:0019789","SUMO transferase activity",6,0,0.05,943,"1.00000","1.00000","1.00000","",""
"GO:0019825","oxygen binding",4,0,0.03,944,"1.00000","1.00000","1.00000","",""
"GO:0019826","oxygen sensor activity",3,0,0.03,945,"1.00000","1.00000","1.00000","",""
"GO:0019829","ATPase-coupled cation transmembrane tran...",27,0,0.23,946,"1.00000","1.00000","1.00000","",""
"GO:0019838","growth factor binding",9,0,0.08,947,"1.00000","1.00000","1.00000","",""
"GO:0019843","rRNA binding",36,0,0.3,948,"1.00000","1.00000","1.00000","",""
"GO:0019887","protein kinase regulator activity",67,0,0.56,949,"1.00000","1.00000","1.00000","",""
"GO:0019888","protein phosphatase regulator activity",25,0,0.21,950,"1.00000","1.00000","1.00000","",""
"GO:0019894","kinesin binding",8,0,0.07,951,"1.00000","1.00000","1.00000","",""
"GO:0019899","enzyme binding",550,0,4.6,952,"1.00000","1.00000","1.00000","",""
"GO:0019900","kinase binding",105,0,0.88,953,"1.00000","1.00000","1.00000","",""
"GO:0019901","protein kinase binding",88,0,0.74,954,"1.00000","1.00000","1.00000","",""
"GO:0019902","phosphatase binding",52,0,0.43,955,"1.00000","1.00000","1.00000","",""
"GO:0019903","protein phosphatase binding",51,0,0.43,956,"1.00000","1.00000","1.00000","",""
"GO:0019904","protein domain specific binding",106,0,0.89,957,"1.00000","1.00000","1.00000","",""
"GO:0019905","syntaxin binding",38,0,0.32,958,"1.00000","1.00000","1.00000","",""
"GO:0019955","cytokine binding",11,0,0.09,959,"1.00000","1.00000","1.00000","",""
"GO:0022803","passive transmembrane transporter activi...",230,0,1.92,960,"1.00000","1.00000","1.00000","",""
"GO:0022804","active transmembrane transporter activit...",217,0,1.81,961,"1.00000","1.00000","1.00000","",""
"GO:0022821","potassium ion antiporter activity",13,0,0.11,962,"1.00000","1.00000","1.00000","",""
"GO:0022824","transmitter-gated ion channel activity",39,0,0.33,963,"1.00000","1.00000","1.00000","",""
"GO:0022829","wide pore channel activity",8,0,0.07,964,"1.00000","1.00000","1.00000","",""
"GO:0022832","voltage-gated channel activity",67,0,0.56,965,"1.00000","1.00000","1.00000","",""
"GO:0022834","ligand-gated channel activity",81,0,0.68,966,"1.00000","1.00000","1.00000","",""
"GO:0022835","transmitter-gated channel activity",42,0,0.35,967,"1.00000","1.00000","1.00000","",""
"GO:0022836","gated channel activity",152,0,1.27,968,"1.00000","1.00000","1.00000","",""
"GO:0022839","ion gated channel activity",145,0,1.21,969,"1.00000","1.00000","1.00000","",""
"GO:0022840","leak channel activity",12,0,0.1,970,"1.00000","1.00000","1.00000","",""
"GO:0022841","potassium ion leak channel activity",12,0,0.1,971,"1.00000","1.00000","1.00000","",""
"GO:0022842","narrow pore channel activity",12,0,0.1,972,"1.00000","1.00000","1.00000","",""
"GO:0022843","voltage-gated cation channel activity",53,0,0.44,973,"1.00000","1.00000","1.00000","",""
"GO:0022848","acetylcholine-gated cation-selective cha...",16,0,0.13,974,"1.00000","1.00000","1.00000","",""
"GO:0022849","glutamate-gated calcium ion channel acti...",5,0,0.04,975,"1.00000","1.00000","1.00000","",""
"GO:0022851","GABA-gated chloride ion channel activity",4,0,0.03,976,"1.00000","1.00000","1.00000","",""
"GO:0022852","glycine-gated chloride ion channel activ...",7,0,0.06,977,"1.00000","1.00000","1.00000","",""
"GO:0022853","active ion transmembrane transporter act...",131,0,1.1,978,"1.00000","1.00000","1.00000","",""
"GO:0022883","zinc efflux transmembrane transporter ac...",5,0,0.04,979,"1.00000","1.00000","1.00000","",""
"GO:0022884","macromolecule transmembrane transporter ...",14,0,0.12,980,"1.00000","1.00000","1.00000","",""
"GO:0022890","inorganic cation transmembrane transport...",321,0,2.68,981,"1.00000","1.00000","1.00000","",""
"GO:0030159","signaling receptor complex adaptor activ...",11,0,0.09,982,"1.00000","1.00000","1.00000","",""
"GO:0030165","PDZ domain binding",11,0,0.09,983,"1.00000","1.00000","1.00000","",""
"GO:0030170","pyridoxal phosphate binding",14,0,0.12,984,"1.00000","1.00000","1.00000","",""
"GO:0030215","semaphorin receptor binding",11,0,0.09,985,"1.00000","1.00000","1.00000","",""
"GO:0030249","guanylate cyclase regulator activity",3,0,0.03,986,"1.00000","1.00000","1.00000","",""
"GO:0030250","guanylate cyclase activator activity",3,0,0.03,987,"1.00000","1.00000","1.00000","",""
"GO:0030276","clathrin binding",26,0,0.22,988,"1.00000","1.00000","1.00000","",""
"GO:0030295","protein kinase activator activity",20,0,0.17,989,"1.00000","1.00000","1.00000","",""
"GO:0030296","protein tyrosine kinase activator activi...",7,0,0.06,990,"1.00000","1.00000","1.00000","",""
"GO:0030297","transmembrane receptor protein tyrosine ...",4,0,0.03,991,"1.00000","1.00000","1.00000","",""
"GO:0030306","ADP-ribosylation factor binding",6,0,0.05,992,"1.00000","1.00000","1.00000","",""
"GO:0030332","cyclin binding",8,0,0.07,993,"1.00000","1.00000","1.00000","",""
"GO:0030371","translation repressor activity",23,0,0.19,994,"1.00000","1.00000","1.00000","",""
"GO:0030374","nuclear receptor transcription coactivat...",4,0,0.03,995,"1.00000","1.00000","1.00000","",""
"GO:0030506","ankyrin binding",6,0,0.05,996,"1.00000","1.00000","1.00000","",""
"GO:0030507","spectrin binding",6,0,0.05,997,"1.00000","1.00000","1.00000","",""
"GO:0030515","snoRNA binding",43,0,0.36,998,"1.00000","1.00000","1.00000","",""
"GO:0030523","dihydrolipoamide S-acyltransferase activ...",3,0,0.03,999,"1.00000","1.00000","1.00000","",""
"GO:0030544","Hsp70 protein binding",3,0,0.03,1000,"1.00000","1.00000","1.00000","",""
